    beta         energy       spec-heat           abs-magnet          suscept
  0.4563      -0.779591        0.338462             0.797473         3.449588
  0.4790      -0.837281        0.236345             0.875607         0.855746
  0.4360      -0.695886        0.480768             0.596727        16.979316
  0.5395      -0.917130        0.129086             0.947746         0.154922
  0.4930      -0.861961        0.198254             0.900956         0.506297
  0.4672      -0.809350        0.289484             0.839793         2.296925
  0.4258      -0.642745        0.413804             0.416481        20.679702
  0.3709      -0.482330        0.149557             0.122781         3.101572
  0.4461      -0.740746        0.426762             0.715558         9.421967
  0.3891      -0.524885        0.187000             0.162233         5.538969
  0.5111      -0.887640        0.163810             0.924258         0.281489
  0.3424      -0.425978        0.108955             0.092040         1.696224
  0.4150      -0.599469        0.300830             0.293769        14.852167
  0.4031      -0.562608        0.232339             0.215731         9.257814
  0.0000      -0.035156        0.000000             0.035156         0.000000
  0.5401      -0.917503        0.126925             0.947968         0.153980
  0.4792      -0.836951        0.234642             0.875745         0.821947
  0.4565      -0.779337        0.346697             0.793647         4.313246
  0.4932      -0.862974        0.195976             0.902198         0.481830
  0.4362      -0.693601        0.483544             0.583217        18.761667
  0.4674      -0.810709        0.278317             0.843770         1.548983
  0.4260      -0.644865        0.417956             0.433367        20.185337
  0.5114      -0.888218        0.159480             0.924895         0.279233
  0.4462      -0.741180        0.444199             0.714903         9.753282
  0.3893      -0.525047        0.181871             0.163261         5.518582
  0.3713      -0.484584        0.152323             0.125578         3.252389
  0.3430      -0.426523        0.109664             0.092546         1.656897
  0.4152      -0.601037        0.311791             0.304203        15.266789
  0.4033      -0.562657        0.239003             0.215732         9.242202
  0.2077      -0.223724        0.026891             0.043589         0.234306
  0.4566      -0.780461        0.342400             0.798336         3.561283
  0.5407      -0.918318        0.122815             0.948681         0.149055
  0.4794      -0.837540        0.240370             0.876251         0.805721
  0.5117      -0.888346        0.161861             0.924866         0.280002
  0.4363      -0.696414        0.476117             0.597653        16.770527
  0.4675      -0.811456        0.268859             0.845546         1.352025
  0.4261      -0.645303        0.417740             0.429011        21.063675
  0.4464      -0.741651        0.420199             0.717277         9.403211
  0.3895      -0.526064        0.185911             0.163978         5.618710
  0.4935      -0.863027        0.193646             0.902165         0.483692
  0.3436      -0.427501        0.111156             0.091946         1.673164
  0.4035      -0.563257        0.234160             0.218269         9.508563
  0.3716      -0.484527        0.150178             0.125341         3.303872
  0.4154      -0.601166        0.304415             0.302683        15.061265
  0.2229      -0.242687        0.032017             0.045839         0.273769
  0.5414      -0.918438        0.124316             0.948801         0.146257
  0.4568      -0.780123        0.347052             0.796089         3.930243
  0.5121      -0.888859        0.159574             0.925232         0.284973
  0.4677      -0.811284        0.277958             0.844101         1.664141
  0.4365      -0.695170        0.473412             0.591991        17.501954
  0.4796      -0.837995        0.232060             0.876935         0.790680
  0.4465      -0.742950        0.425808             0.720804         9.118320
  0.4263      -0.646637        0.411830             0.435465        20.513114
  0.4937      -0.863045        0.195117             0.902147         0.466187
  0.3898      -0.526410        0.185709             0.163869         5.602773
  0.3442      -0.428580        0.108364             0.093216         1.725027
  0.4037      -0.564052        0.236066             0.217233         9.554799
  0.3719      -0.484702        0.151395             0.125086         3.274471
  0.4155      -0.602396        0.318129             0.307172        15.690465
  0.2337      -0.257143        0.035160             0.048507         0.313855
  0.5420      -0.919248        0.125777             0.949324         0.146634
  0.4570      -0.780546        0.340583             0.796759         3.963666
  0.5124      -0.889370        0.164502             0.925819         0.279663
  0.4679      -0.811718        0.269330             0.845093         1.527243
  0.4366      -0.698503        0.461845             0.605938        15.851536
  0.4467      -0.743023        0.438782             0.717995        10.050699
  0.4939      -0.863557        0.199550             0.902868         0.473309
  0.4264      -0.647283        0.412450             0.439665        19.990693
  0.3900      -0.527090        0.186247             0.163174         5.516354
  0.4798      -0.837918        0.231963             0.876431         0.820038
  0.3447      -0.429075        0.110743             0.093297         1.724633
  0.4039      -0.565398        0.240969             0.220079         9.616365
  0.4157      -0.601586        0.311145             0.299143        15.209507
  0.3722      -0.485980        0.153235             0.125584         3.392707
  0.2421      -0.267485        0.039093             0.049601         0.341064
  0.5426      -0.919411        0.122944             0.949490         0.143436
  0.4571      -0.780466        0.342545             0.795695         4.140554
  0.4680      -0.811879        0.273199             0.844658         1.684182
  0.5127      -0.889537        0.166915             0.925708         0.289815
  0.4368      -0.696940        0.480309             0.595024        17.489928
  0.4468      -0.743806        0.413634             0.722992         8.988709
  0.4942      -0.863641        0.188766             0.902678         0.488210
  0.4266      -0.647762        0.425906             0.443884        20.385061
  0.4800      -0.838509        0.232343             0.877338         0.790493
  0.3902      -0.528041        0.193273             0.167272         5.893783
  0.3453      -0.430824        0.112320             0.094887         1.784912
  0.4040      -0.565157        0.241849             0.221587         9.749985
  0.3725      -0.486356        0.152711             0.127793         3.373580
  0.4159      -0.603219        0.316122             0.310449        15.647511
  0.2490      -0.277744        0.042047             0.050954         0.384202
  0.5131      -0.890209        0.161105             0.926544         0.274480
  0.4573      -0.780965        0.343644             0.797209         3.947349
  0.5433      -0.920171        0.123946             0.949979         0.142731
  0.4682      -0.812354        0.279346             0.846532         1.408692
  0.4944      -0.863927        0.195601             0.903080         0.471176
  0.4369      -0.698671        0.483391             0.606398        16.080437
  0.4470      -0.744999        0.417243             0.728882         8.185584
  0.4268      -0.646567        0.423932             0.433718        20.624704
  0.4802      -0.839312        0.228906             0.878176         0.793641
  0.3905      -0.528909        0.192007             0.171365         5.978828
  0.3459      -0.432071        0.110393             0.094097         1.748333
  0.4042      -0.564840        0.239333             0.221854         9.603782
  0.4160      -0.603765        0.317920             0.313936        15.431327
  0.3728      -0.487069        0.153768             0.128650         3.389316
  0.2548      -0.285135        0.044449             0.052790         0.413518
  0.5134      -0.890574        0.160546             0.926788         0.274673
  0.4574      -0.782355        0.339866             0.800375         3.915506
  0.4947      -0.864616        0.190714             0.903992         0.441115
  0.4684      -0.813273        0.271423             0.846720         1.471668
  0.5439      -0.920168        0.121369             0.950041         0.142235
  0.4371      -0.698737        0.471017             0.598277        17.566862
  0.4471      -0.745842        0.405969             0.729871         8.388387
  0.4269      -0.648312        0.418276             0.443270        19.872076
  0.4804      -0.839124        0.234183             0.877413         0.830523
  0.4162      -0.604186        0.308090             0.304589        15.424612
  0.3907      -0.529061        0.191563             0.168045         5.801784
  0.4044      -0.566622        0.238016             0.225622         9.697390
  0.3464      -0.433287        0.113495             0.096339         1.819635
  0.3731      -0.487960        0.151469             0.128156         3.470435
  0.2599      -0.292725        0.046904             0.053680         0.434120
  0.5137      -0.890459        0.166904             0.926532         0.290932
  0.4576      -0.783405        0.322971             0.804515         2.741962
  0.4949      -0.865078        0.192067             0.904181         0.436824
  0.4685      -0.813793        0.272039             0.848211         1.308195
  0.4372      -0.698749        0.484692             0.600397        17.235855
  0.4473      -0.745568        0.416427             0.727081         8.409744
  0.4271      -0.648204        0.426075             0.443663        20.059076
  0.5446      -0.921564        0.122491             0.951052         0.139922
  0.4806      -0.839922        0.227698             0.878837         0.742706
  0.4164      -0.604642        0.322691             0.313620        15.793278
  0.3909      -0.529459        0.192700             0.166610         5.854047
  0.4046      -0.567100        0.239977             0.223422         9.911192
  0.3469      -0.433760        0.113052             0.094928         1.797458
  0.3735      -0.488306        0.151910             0.125939         3.405192
  0.2643      -0.298708        0.048536             0.055314         0.481639
  0.5141      -0.891164        0.160939             0.927365         0.262191
  0.4577      -0.784931        0.312338             0.808212         2.419931
  0.4952      -0.865361        0.199783             0.904189         0.481695
  0.4687      -0.813849        0.270585             0.847307         1.465592
  0.4374      -0.699007        0.482216             0.602072        17.044379
  0.4474      -0.744354        0.430209             0.720822         9.605515
  0.5453      -0.921942        0.120015             0.951295         0.139831
  0.4272      -0.649130        0.412351             0.443611        20.354148
  0.4808      -0.840567        0.225882             0.879615         0.752477
  0.4165      -0.604865        0.312753             0.309431        15.216672
  0.4048      -0.566931        0.243777             0.227322         9.962897
  0.3475      -0.434526        0.113724             0.095813         1.820222
  0.3911      -0.529912        0.190276             0.168747         6.005389
  0.3738      -0.489211        0.155294             0.129450         3.526623
  0.2683      -0.304196        0.052443             0.056287         0.502003
  0.5144      -0.891513        0.163210             0.927411         0.278500
  0.4579      -0.784372        0.316470             0.806694         2.479925
  0.4689      -0.814356        0.270075             0.849169         1.334442
  0.4954      -0.865841        0.189479             0.904831         0.446579
  0.4476      -0.746725        0.409492             0.728692         8.598838
  0.4375      -0.701442        0.466420             0.609463        16.807839
  0.5460      -0.921987        0.120839             0.951264         0.139178
  0.4274      -0.650754        0.425890             0.454381        20.417870
  0.4810      -0.840813        0.230877             0.879657         0.744843
  0.4167      -0.605089        0.317733             0.312179        15.611950
  0.4050      -0.567981        0.243075             0.224322         9.962434
  0.3480      -0.435589        0.116550             0.096325         1.833056
  0.3914      -0.531185        0.194052             0.171446         6.211649
  0.3741      -0.490185        0.149974             0.130132         3.499102
  0.2719      -0.309113        0.053918             0.057553         0.527265
  0.5148      -0.891919        0.161160             0.928086         0.258851
  0.4581      -0.784223        0.328986             0.804464         3.165402
  0.4691      -0.814227        0.277622             0.847174         1.630900
  0.4956      -0.866244        0.190169             0.905465         0.430664
  0.5467      -0.922623        0.120768             0.951909         0.133653
  0.4377      -0.701322        0.478214             0.608465        16.465897
  0.4477      -0.747321        0.424216             0.731016         8.443559
  0.4275      -0.650817        0.426037             0.448877        20.372187
  0.4812      -0.841047        0.229226             0.879734         0.761088
  0.4169      -0.606086        0.323053             0.311954        15.801524
  0.3485      -0.437221        0.118920             0.096376         1.845311
  0.3916      -0.531514        0.195033             0.169943         6.061999
  0.4052      -0.568530        0.247109             0.225376        10.304060
  0.3744      -0.490424        0.158674             0.130078         3.538512
  0.2752      -0.314822        0.056909             0.058537         0.534676
  0.5151      -0.892114        0.155098             0.928169         0.252454
  0.4582      -0.784975        0.321634             0.806511         2.880683
  0.4692      -0.815683        0.271518             0.849577         1.425260
  0.4959      -0.866529        0.189960             0.905564         0.444712
  0.5474      -0.923522        0.119625             0.952432         0.134465
  0.4479      -0.747631        0.412724             0.729141         8.745433
  0.4378      -0.701418        0.481452             0.605542        17.659260
  0.4814      -0.841782        0.227047             0.880523         0.765718
  0.4277      -0.652222        0.438604             0.454335        20.722246
  0.4170      -0.606569        0.325019             0.315501        15.906749
  0.3490      -0.437950        0.118490             0.098570         1.900741
  0.3918      -0.531686        0.194964             0.170671         5.822145
  0.4054      -0.569197        0.247171             0.231555        10.333837
  0.3747      -0.491455        0.153587             0.130809         3.567344
  0.2783      -0.319329        0.056048             0.058589         0.564916
  0.5155      -0.893176        0.159715             0.928932         0.263182
  0.4584      -0.785267        0.331044             0.806119         3.125938
  0.4694      -0.815320        0.270257             0.849586         1.404769
  0.4961      -0.866834        0.193151             0.905822         0.442016
  0.5481      -0.924051        0.118145             0.952807         0.131303
  0.4480      -0.747710        0.419701             0.731843         8.233875
  0.4380      -0.703870        0.478356             0.619109        15.926439
  0.4816      -0.841524        0.228614             0.880092         0.767312
  0.4278      -0.654073        0.440833             0.460779        20.875775
  0.4172      -0.608398        0.333689             0.322683        16.151131
  0.3495      -0.438572        0.116891             0.096862         1.858518
  0.3920      -0.532474        0.195677             0.171312         6.037066
  0.4055      -0.569268        0.245906             0.229061        10.265326
  0.3750      -0.492140        0.157783             0.131818         3.626555
  0.2811      -0.323014        0.058779             0.059695         0.579027
  0.5158      -0.893349        0.155231             0.928976         0.255189
  0.4585      -0.786009        0.326317             0.806503         3.291550
  0.4696      -0.816359        0.271343             0.851270         1.323045
