    beta         energy       spec-heat           abs-magnet          suscept
  0.4509      -0.775195        0.234677             0.815820         0.786437
  0.4339      -0.733789        0.478530             0.732812         5.363810
  0.4439      -0.741211        0.405177             0.669141        21.336037
  0.4395      -0.735352        0.292102             0.741992         3.272229
  0.4405      -0.679688        0.870801             0.573828         9.812581
  0.4372      -0.714258        0.604338             0.650391         9.802554
  0.4416      -0.730078        0.201907             0.729492         2.327256
  0.4310      -0.671680        0.273761             0.452148        16.361126
  0.4427      -0.689648        0.746169             0.528906        18.450237
  0.4481      -0.774414        0.121025             0.815039         0.553182
  0.4450      -0.714648        0.241419             0.589453         8.126556
  0.4357      -0.698438        1.091574             0.595898        27.649447
  0.4384      -0.741602        0.175329             0.761719         1.775552
  0.0000      -0.023438        0.000000             0.042969         0.000000
  0.4464      -0.701758        0.967126             0.496680        35.925934
  0.4440      -0.746094        0.203501             0.771875         0.897633
  0.4517      -0.767383        0.357425             0.784961         3.886317
  0.4342      -0.684180        0.667725             0.512891         8.175673
  0.4407      -0.717773        0.837213             0.663477         7.645858
  0.4396      -0.721484        0.272499             0.671094         2.541317
  0.4452      -0.721680        0.485242             0.560742        23.401342
  0.4316      -0.619531        0.173287             0.197852        14.328012
  0.4373      -0.711719        0.706479             0.624023        20.720062
  0.4360      -0.715234        0.354505             0.722070         2.144210
  0.4417      -0.658398        0.266355             0.461523         6.928690
  0.4428      -0.727539        0.505461             0.718750         5.562791
  0.4238      -0.689844        0.461010             0.648633         9.641093
  0.4385      -0.685742        0.387036             0.582617        20.222439
  0.4485      -0.751563        0.466870             0.767773         2.563462
  0.4466      -0.741992        0.636912             0.750977         2.713130
  0.4442      -0.747266        0.361295             0.709375         6.503201
  0.4525      -0.765234        0.520067             0.785352         3.610089
  0.4454      -0.763281        0.248654             0.787695         2.116541
  0.4362      -0.698242        0.639465             0.655273         9.427285
  0.4408      -0.740820        0.373837             0.740625         2.111117
  0.4345      -0.695508        0.201963             0.610547         9.868823
  0.4398      -0.657031        0.249184             0.467187        12.981194
  0.4430      -0.667773        0.103824             0.382422         8.103960
  0.4320      -0.642188        0.481539             0.356445         6.786849
  0.4419      -0.681055        0.645148             0.428516        52.639252
  0.4375      -0.661719        0.201856             0.321289        22.497257
  0.4263      -0.614453        0.694054             0.194141         7.104977
  0.4387      -0.753906        0.338130             0.793750         1.337106
  0.4489      -0.754297        0.226133             0.731055         3.807428
  0.4444      -0.738086        0.393188             0.746484         2.019818
  0.4469      -0.744727        0.118412             0.768164         1.061762
  0.4536      -0.769531        0.163068             0.811523         0.915573
  0.4410      -0.719141        0.282892             0.678320         2.372618
  0.4399      -0.709375        0.418135             0.547461        38.458885
  0.4364      -0.705273        0.175786             0.669531         2.668175
  0.4348      -0.705469        0.287263             0.687305         4.545884
  0.4456      -0.751563        0.252004             0.781641         0.974765
  0.4325      -0.685352        0.378373             0.617383         2.959957
  0.4420      -0.651953        0.420634             0.242773        16.174710
  0.4432      -0.691016        1.097889             0.367383        54.899247
  0.4377      -0.742578        0.168260             0.776953         1.814906
  0.4278      -0.648438        0.267016             0.454492        15.685317
  0.4389      -0.714258        0.369313             0.693750         4.739708
  0.4493      -0.779492        0.251569             0.792773         2.396188
  0.4472      -0.784570        0.310540             0.823633         1.312032
  0.4446      -0.738086        0.443460             0.721289         3.389707
  0.4551      -0.749219        0.343254             0.692773         6.576475
  0.4411      -0.736523        0.360561             0.745313         3.872274
  0.4350      -0.643164        0.254299             0.185352         4.782711
  0.4366      -0.697070        0.400135             0.599023        10.066302
  0.4401      -0.730078        0.485166             0.662695         7.437179
  0.4459      -0.697266        0.232798             0.637305         4.608518
  0.4329      -0.700781        0.162951             0.693555         2.256988
  0.4433      -0.721875        0.480142             0.701367         6.456649
  0.4422      -0.739648        0.572044             0.716406         8.112757
  0.4379      -0.651172        0.558738             0.292773        36.760799
  0.4289      -0.626367        0.284348             0.212891        10.128791
  0.4390      -0.726953        0.587867             0.693750        11.757998
  0.4498      -0.696484        0.713609             0.434570        38.106064
  1.0000      -0.997070        0.016710             0.998437         0.005035
  0.4448      -0.756055        0.438872             0.773828         2.802682
  0.4475      -0.732617        0.676553             0.726367         6.196027
  0.4368      -0.706055        0.166470             0.679883         3.377205
  0.4413      -0.703516        0.434061             0.523047        26.775540
  0.4332      -0.711328        0.379275             0.709766         3.857509
  0.4402      -0.712500        0.751143             0.664844        13.707426
  0.4461      -0.739844        0.297795             0.693555         4.190193
  0.4353      -0.657031        0.134888             0.484570         1.598784
  0.4380      -0.690430        0.438759             0.598047         8.560275
  0.4435      -0.711914        0.348022             0.632227         6.344637
  0.4424      -0.730664        0.296659             0.711328         2.379916
  0.4297      -0.678125        0.429388             0.627539         4.519493
  0.4392      -0.713867        0.297048             0.637500         9.288586
  0.4503      -0.780078        0.182946             0.799023         1.317179
  0.4478      -0.754297        0.327197             0.762109         1.939572
  0.4370      -0.704297        0.864397             0.557617        32.789591
  0.4414      -0.744727        0.339504             0.751758         2.938493
  0.4355      -0.670117        0.455955             0.409961        10.065111
  0.4404      -0.630273        0.119538             0.248438        11.481339
  0.4336      -0.642383        0.306216             0.384180        11.693201
  0.4382      -0.635352        0.370720             0.240039         8.525384
  0.4425      -0.716602        0.232956             0.716992         2.424807
  0.4437      -0.750781        0.186463             0.793164         0.693809
  0.4393      -0.718164        0.604158             0.688477         8.708411
  0.4304      -0.629883        0.185468             0.188672        10.198795
