    beta         energy       spec-heat           abs-magnet          suscept
  0.4439      -0.716573        0.278620             0.602239        12.840666
  0.4450      -0.717751        0.486996             0.592863         3.656679
  0.4395      -0.684370        0.642407             0.215453        31.192915
  0.4509      -0.758488        0.364910             0.753691         5.191975
  0.4464      -0.741840        0.396128             0.717381         6.488759
  0.4310      -0.653228        0.239445             0.290716         7.110294
  0.4339      -0.681710        0.130346             0.560374         4.125866
  0.4357      -0.669573        0.256202             0.069657        16.249997
  0.4405      -0.711220        0.253025             0.629173         4.214148
  0.4427      -0.731134        0.315141             0.720529         5.649439
  0.4384      -0.705732        0.278034             0.662200         7.138064
  0.4416      -0.719603        0.515000             0.662217        11.076077
  0.4372      -0.674859        0.269069             0.055635        13.629595
  0.4481      -0.748944        0.464055             0.706792         3.774710
  0.0000       0.007491        0.000000             0.000084         0.000000
  0.4440      -0.730107        0.825783             0.710580        15.468391
  0.4452      -0.745038        0.357194             0.741099         3.393511
  0.4360      -0.690144        0.251921             0.534719        22.149592
  0.4517      -0.764397        0.274736             0.774463         4.068087
  0.4396      -0.702197        0.219974             0.212996        46.321069
  0.4342      -0.678512        0.769281             0.478259        11.781483
  0.4428      -0.734770        0.275601             0.719165         4.765107
  0.4316      -0.660382        0.290278             0.401717        38.774942
  0.4466      -0.750728        0.116875             0.740072         1.172846
  0.4417      -0.720040        0.174409             0.606178         5.660368
  0.4385      -0.690346        0.350366             0.039896         3.957274
  0.4407      -0.709301        0.195198             0.561451        11.597471
  0.4485      -0.752597        0.247335             0.747176         3.588698
  0.4373      -0.684926        0.215546             0.454154        25.678822
  0.4238      -0.623028        0.292737             0.192492        53.690878
  0.4442      -0.728154        0.458666             0.665601         9.942428
  0.4454      -0.728053        0.204844             0.657504        14.517237
  0.4362      -0.665466        0.314311             0.206161         7.912243
  0.4525      -0.771215        0.382443             0.783890         2.117615
  0.4345      -0.672166        0.169403             0.249861        11.942336
  0.4398      -0.723054        0.629088             0.694352        10.685744
  0.4430      -0.725680        0.791434             0.695093         3.348712
  0.4469      -0.742698        0.302595             0.623079         9.785180
  0.4320      -0.670364        0.166173             0.477536        10.450482
  0.4419      -0.714064        0.226039             0.627607         3.824764
  0.4408      -0.715950        0.223926             0.613585        19.258012
  0.4387      -0.695480        0.152582             0.586819         5.109614
  0.4489      -0.754095        0.192681             0.758034         2.677959
  0.4375      -0.685683        0.178799             0.213753        15.854575
  0.4263      -0.634677        0.127610             0.118862         8.146489
  0.4444      -0.733507        0.237118             0.681104         3.840345
  0.4456      -0.745998        0.279059             0.735510         4.870871
  0.4364      -0.685279        0.382242             0.494942        30.253828
  0.4536      -0.772275        0.261368             0.781685         3.578951
  0.4348      -0.666745        0.457812             0.099503        10.151285
  0.4399      -0.700160        0.276959             0.259524         3.624213
  0.4432      -0.727599        0.841670             0.683680        11.621632
  0.4472      -0.748052        0.434629             0.729114         4.944790
  0.4325      -0.655568        0.338482             0.286508        20.725967
  0.4420      -0.705934        0.694861             0.578285        35.131537
  0.4410      -0.707180        0.427421             0.627287        19.773478
  0.4389      -0.680835        0.326193             0.201094         6.881723
  0.4493      -0.751233        0.180893             0.749954         4.455468
  0.4377      -0.694723        0.562197             0.564010         7.484199
  0.4278      -0.636781        0.545769             0.089639         7.456730
  0.4446      -0.732581        0.305229             0.684639         4.231316
  0.4459      -0.739466        0.541025             0.695531        13.129766
  0.4366      -0.681340        0.385003             0.258682         4.704535
  0.4551      -0.781500        0.219590             0.803838         1.913345
  0.4350      -0.685616        0.201771             0.464708         4.156068
  0.4401      -0.721252        0.082861             0.685380         3.569193
  0.4475      -0.739365        0.308449             0.712937         0.998853
  0.4433      -0.699234        0.673353             0.253733         8.386760
  0.4329      -0.653817        0.169397             0.030620         2.260263
  0.4411      -0.691019        0.259872             0.348220        77.336158
  0.4422      -0.712145        0.337979             0.586028        18.520585
  0.4390      -0.708594        0.655991             0.584968        15.061857
  0.4498      -0.749802        0.606116             0.718020        30.247082
  0.4379      -0.685952        0.567662             0.461813        16.214349
  0.4289      -0.645535        0.484741             0.036765         1.726596
  0.4448      -0.721522        0.546235             0.667301         9.614225
  0.4461      -0.723727        0.441393             0.551873         7.704556
  0.4368      -0.669944        0.561433             0.284942         5.248451
  1.0000      -0.975743        0.006842             0.480481         1.052945
  0.4353      -0.669657        0.288166             0.378301         2.951075
  0.4402      -0.686575        0.229599             0.478175         6.575481
  0.4478      -0.748035        0.355091             0.752125         0.785561
  0.4435      -0.730763        0.077454             0.709587         2.163722
  0.4332      -0.673142        0.262097             0.462823        20.820496
  0.4413      -0.702281        0.383771             0.526538         7.860393
  0.4424      -0.717347        0.319368             0.569110         7.320894
  0.4392      -0.699907        0.395159             0.524585        11.610472
  0.4503      -0.753320        0.249674             0.736773         9.567346
  0.4380      -0.685835        0.346770             0.193620        60.324284
  0.4297      -0.638212        0.379031             0.056595        11.497696
  0.4370      -0.681996        0.278941             0.132228        28.003499
  0.4355      -0.688696        0.303350             0.540056         5.672621
  0.4404      -0.704840        0.512869             0.535292         3.005261
  0.4437      -0.729838        0.365755             0.702719         8.860649
  0.4336      -0.657217        0.282327             0.086188        11.161657
  0.4414      -0.712196        0.130353             0.607440         2.049565
  0.4393      -0.690262        0.634347             0.392677        33.406108
  0.4425      -0.711640        0.358077             0.609124         4.979399
  0.4382      -0.689740        0.625506             0.511607        10.875319
  0.4304      -0.644878        0.577464             0.264220        23.939028
