    beta         energy       spec-heat           abs-magnet          suscept
  0.4509      -0.746118        0.221201             0.695713         3.099200
  0.4439      -0.744596        0.374288             0.747518         5.151083
  0.4357      -0.657771        0.602797             0.246178        26.243850
  0.4339      -0.676657        0.297798             0.393624         8.476903
  0.4372      -0.699915        0.098632             0.595146        11.839489
  0.4427      -0.717739        0.316577             0.488637         2.221300
  0.4450      -0.741215        0.519779             0.742374         6.217194
  0.4405      -0.701799        0.406328             0.538244        14.535516
  0.4310      -0.659172        0.260612             0.155778        10.784002
  0.4416      -0.723512        0.434619             0.689289         5.889007
  0.4464      -0.745031        0.289974             0.760681         2.661262
  0.4481      -0.753750        0.300349             0.753001         2.112773
  0.4384      -0.703224        0.431874             0.573047         5.235048
  0.0000      -0.004227        0.000000             0.013646         0.000000
  0.4395      -0.711001        0.287080             0.646951         8.073065
  0.4517      -0.762686        0.204347             0.784929         0.908358
  0.4360      -0.672793        0.324407             0.362734        64.096560
  0.4452      -0.736723        0.456505             0.727328        10.597981
  0.4396      -0.685014        0.104765             0.115228        16.688104
  0.4342      -0.659510        0.500036             0.328221        19.808025
  0.4373      -0.663954        0.108959             0.285932        10.001770
  0.4440      -0.713223        0.948226             0.617607        17.264777
  0.4238      -0.625866        0.302395             0.199565        22.611802
  0.4428      -0.697814        0.172082             0.211400         6.379061
  0.4417      -0.716000        0.150046             0.627195         1.585298
  0.4316      -0.650429        0.395097             0.345610         1.808961
  0.4407      -0.709866        0.327827             0.636276         9.087411
  0.4385      -0.704528        0.688734             0.621906         7.462564
  0.4485      -0.753894        0.241027             0.743654         4.771367
  0.4466      -0.723053        0.277570             0.606907         3.430886
  0.4525      -0.766188        0.102284             0.760077         2.448205
  0.4454      -0.727835        0.530460             0.677213        15.876450
  0.4362      -0.690424        0.253560             0.502210        22.562702
  0.4345      -0.668977        0.247768             0.304214        31.501659
  0.4442      -0.734235        0.918529             0.724623        11.764185
  0.4398      -0.709117        0.151143             0.634827         4.216510
  0.4375      -0.697766        0.302912             0.554402        12.470276
  0.4263      -0.642314        0.270120             0.412486         3.893921
  0.4430      -0.695302        0.635307             0.129453        10.153999
  0.4408      -0.723971        0.437908             0.698080         4.391623
  0.4387      -0.710156        0.265259             0.654196         2.758186
  0.4320      -0.666320        0.449109             0.490859        16.983140
  0.4489      -0.761381        0.321093             0.781524         2.165278
  0.4419      -0.710156        0.260926             0.548291         2.804545
  0.4469      -0.746335        0.407428             0.743219         5.417669
  0.4536      -0.772322        0.460228             0.784446         3.164283
  0.4456      -0.738196        0.595229             0.705760         9.962286
  0.4364      -0.679773        0.366951             0.425842        16.215451
  0.4348      -0.693153        0.319516             0.422195        10.578128
  0.4444      -0.739089        0.323910             0.731337         3.828468
  0.4399      -0.723246        0.199824             0.711846         1.836431
  0.4377      -0.677913        0.487449             0.345755         9.894071
  0.4432      -0.735418        0.781288             0.720976         8.639680
  0.4410      -0.708731        0.241851             0.504891         6.037588
  0.4278      -0.649535        0.257988             0.084917         8.514730
  0.4389      -0.719382        0.335927             0.688902         7.618073
  0.4325      -0.666490        0.254745             0.393576         7.528867
  0.4493      -0.754402        0.192538             0.760319         1.892833
  0.4472      -0.761406        0.481320             0.770632         3.363724
  0.4420      -0.721749        0.408899             0.632822        18.221367
  0.4459      -0.731723        0.168279             0.639971         4.619083
  0.4366      -0.699022        0.234457             0.581959         5.973866
  0.4350      -0.680014        0.315086             0.378771        18.658390
  0.4551      -0.777225        0.336399             0.798189         2.461610
  0.4446      -0.742229        0.526546             0.739331         3.730945
  0.4379      -0.674556        0.330007             0.214612        23.420950
  0.4401      -0.712136        0.333013             0.493056         5.459392
  0.4289      -0.643497        0.315368             0.286922        42.579106
  0.4390      -0.690569        0.238384             0.145393        23.591640
  0.4433      -0.715880        0.272078             0.619370         3.692789
  0.4411      -0.722715        0.351628             0.692984         5.455642
  0.4329      -0.659341        0.298171             0.316290        52.185867
  0.4475      -0.740973        0.290740             0.713875         9.440828
  0.4498      -0.752735        0.266491             0.752856         2.322231
  0.4422      -0.732182        0.160729             0.718198         5.910666
  0.4368      -0.690327        0.849998             0.545176        50.672662
  0.4461      -0.750151        0.297069             0.752783         2.585838
  0.4353      -0.662360        0.340408             0.160367         8.945144
  1.0000      -0.998648        0.005174             0.999300         0.001444
  0.4448      -0.735225        0.290392             0.709842         5.703222
  0.4380      -0.680087        0.131408             0.411955        15.238306
  0.4402      -0.719382        0.515730             0.681101         7.298321
  0.4297      -0.670861        0.343733             0.459703        35.633418
  0.4392      -0.688588        0.436481             0.121000        35.056396
  0.4435      -0.731144        0.326225             0.716677         4.354008
  0.4332      -0.659003        0.614092             0.083903        11.810779
  0.4413      -0.721024        0.746431             0.688033         7.554783
  0.4478      -0.735636        0.511513             0.678082         5.328643
  0.4503      -0.757276        0.313062             0.753725         3.768556
  0.4424      -0.731095        0.482778             0.716435         3.622573
  0.4355      -0.674967        0.185849             0.224055         3.714752
  0.4370      -0.666490        0.277519             0.294964        10.589043
  0.4382      -0.694795        0.415579             0.511943        26.136232
  0.4404      -0.705543        0.124361             0.628837         4.108640
  0.4304      -0.638788        0.224286             0.087550         4.854709
  0.4437      -0.737761        0.537910             0.728414         6.774003
  0.4393      -0.695230        0.215160             0.572829         2.573667
  0.4414      -0.719816        0.324624             0.696365         5.328447
  0.4336      -0.666055        0.131672             0.447820        10.965829
  0.4425      -0.700785        0.288085             0.529525        19.988556
