    beta         energy       spec-heat           abs-magnet          suscept
  0.4427      -0.700860        0.249067             0.482594         5.140621
  0.4450      -0.734088        0.332078             0.697759         4.926928
  0.4439      -0.732617        0.218682             0.705183         1.284721
  0.4310      -0.652354        0.239676             0.058035         4.376278
  0.4372      -0.677207        0.305989             0.349185        20.487209
  0.4384      -0.710163        0.287315             0.647804         8.678282
  0.4357      -0.670801        0.440752             0.354391        10.094129
  0.4464      -0.748280        0.308807             0.763241         2.295254
  0.4416      -0.730081        0.437951             0.731281         3.813860
  0.4509      -0.769851        0.252865             0.781304         3.250229
  0.0000      -0.007696        0.000000             0.006338         0.000000
  0.4395      -0.710231        0.240809             0.634269        12.014358
  0.4405      -0.680195        0.201803             0.059371         2.889807
  0.4339      -0.674830        0.568765             0.518447        15.145871
  0.4481      -0.770462        0.169002             0.794115         1.070782
  0.4360      -0.680285        0.273811             0.513287         2.832325
  0.4452      -0.735446        0.197557             0.717451         4.144111
  0.4385      -0.701290        0.597511             0.614894        28.413977
  0.4407      -0.710231        0.513109             0.594319        10.669805
  0.4428      -0.731915        0.357004             0.699819         5.232144
  0.4396      -0.701901        0.401310             0.590131         4.522533
  0.4440      -0.743798        0.888334             0.731734        10.678361
  0.4342      -0.671820        0.525671             0.350724        19.346476
  0.4517      -0.761046        0.372714             0.774627         1.628661
  0.4316      -0.645586        0.711564             0.145043         9.488032
  0.4417      -0.721118        0.235652             0.682458         4.097923
  0.4466      -0.738049        0.551513             0.725215         5.367651
  0.4238      -0.628407        0.374462             0.182277        73.138619
  0.4373      -0.668447        0.211068             0.295767        42.381609
  0.4485      -0.763649        0.146278             0.782322         1.765793
  0.4362      -0.670190        0.328628             0.125102        23.856174
  0.4454      -0.735763        0.863558             0.710570         6.355533
  0.4387      -0.700362        0.214162             0.534971        26.323751
  0.4398      -0.691897        0.429252             0.392531        19.446724
  0.4430      -0.713422        0.344439             0.575079        44.652394
  0.4408      -0.721073        0.162657             0.666727         6.421086
  0.4345      -0.674491        0.226456             0.469104         9.261426
  0.4320      -0.680466        0.125590             0.546560         6.564759
  0.4442      -0.710140        0.286498             0.534993        22.351882
  0.4525      -0.761227        0.508099             0.772295         2.817337
  0.4419      -0.699163        0.232456             0.398483        16.034737
  0.4263      -0.632956        0.556469             0.165120        20.472257
  0.4469      -0.721775        0.528249             0.594115        24.538429
  0.4375      -0.685469        0.261856             0.279131         6.255327
  0.4489      -0.765618        0.132092             0.792214         1.271243
  0.4364      -0.665007        0.222021             0.163400        10.733864
  0.4456      -0.738954        0.383709             0.692055         9.269754
  0.4399      -0.713241        0.123722             0.667904         1.951765
  0.4432      -0.688321        0.191430             0.277207        10.763870
  0.4410      -0.715550        0.311781             0.598710         7.671554
  0.4348      -0.676279        0.314574             0.488751        10.536060
  0.4389      -0.699027        0.377206             0.512426         6.442738
  0.4444      -0.724627        0.311237             0.546786        13.588319
  0.4325      -0.657786        0.185702             0.114328         4.052644
  0.4536      -0.773042        0.343165             0.789294         2.885912
  0.4420      -0.725147        0.307644             0.678158        15.591465
  0.4278      -0.639860        0.126087             0.260570        53.133977
  0.4472      -0.754595        0.231650             0.760978         2.759995
  0.4377      -0.694409        0.235939             0.469828        12.642001
  0.4493      -0.757107        0.395875             0.760276         3.528585
  0.4366      -0.700407        0.988406             0.622589        37.235034
  0.4459      -0.741919        0.311262             0.730851         3.472977
  0.4433      -0.726460        0.463134             0.689226         3.425117
  0.4401      -0.695745        0.163522             0.358126         3.198694
  0.4390      -0.703440        0.490838             0.598778         9.896159
  0.4350      -0.688072        0.232605             0.414124        33.357855
  0.4411      -0.693074        0.607736             0.528044         8.682071
  0.4551      -0.776528        0.195878             0.795767         1.988339
  0.4329      -0.664916        0.235124             0.178678        33.006864
  0.4446      -0.729470        0.089360             0.692598         1.939031
  0.4422      -0.731304        0.178174             0.711793         7.063124
  0.4289      -0.635695        0.151018             0.113581        15.253365
  0.4475      -0.736102        0.454132             0.655523         8.537928
  0.4498      -0.740380        0.266324             0.636306         5.364957
  0.4379      -0.709280        0.342337             0.595948        30.367739
  0.4368      -0.669602        0.368321             0.277637         5.221521
  0.4461      -0.735401        0.620955             0.688162        28.132911
  0.4402      -0.720598        0.193374             0.684925         5.147327
  0.4413      -0.715392        0.440073             0.585378        11.235504
  0.4392      -0.696537        0.604386             0.482617        11.680692
  0.4353      -0.688728        0.392228             0.626664         5.365094
  0.4435      -0.734767        0.195141             0.694070         4.417413
  1.0000      -0.998642        0.005634             0.999321         0.001408
  0.4448      -0.744138        0.239614             0.736804         2.641968
  0.4332      -0.665663        0.289775             0.109167        18.281594
  0.4424      -0.713807        0.337924             0.367632         6.704979
  0.4297      -0.658918        0.158462             0.143074        53.516114
  0.4478      -0.749955        0.357907             0.732435         4.657262
  0.4380      -0.686487        0.155490             0.513898         5.826399
  0.4503      -0.757673        0.348038             0.771367         2.209961
  0.4370      -0.683047        0.233265             0.417519        38.626449
  0.4404      -0.701901        0.284634             0.616433         5.868915
  0.4414      -0.730444        0.304704             0.713762         4.552540
  0.4393      -0.684156        0.678773             0.396876        44.200260
  0.4355      -0.688026        0.670692             0.585695        23.149950
  0.4437      -0.710412        0.515478             0.635152         7.329933
  0.4336      -0.652943        0.242622             0.338388         6.947224
  0.4425      -0.695156        0.238439             0.335604         6.081124
  0.4304      -0.641263        0.334087             0.070416        10.075090
  0.4382      -0.669285        0.606822             0.051041         6.142460
