    beta         energy       spec-heat           abs-magnet          suscept
  0.4427      -0.722464        0.541100             0.598362        17.648225
  0.4439      -0.693984        0.357520             0.489071         3.627011
  0.4339      -0.668850        0.416232             0.386187        16.267991
  0.4450      -0.748309        0.240643             0.766536         1.882221
  0.4464      -0.733357        0.328424             0.729726         1.998950
  0.4357      -0.683375        0.575935             0.535635         9.343698
  0.4372      -0.688715        0.560151             0.558989        19.319223
  0.4395      -0.696333        0.514937             0.448416        23.602982
  0.4481      -0.762264        0.266806             0.777145         1.053209
  0.4405      -0.715272        0.564414             0.674475         8.017569
  0.4310      -0.648772        0.316248             0.158704         4.928647
  0.4384      -0.682164        0.359645             0.573300        10.743956
  0.4509      -0.735778        0.128149             0.630117         6.396950
  0.4416      -0.695692        0.128548             0.610609         3.035869
  0.0000      -0.004628        0.000000             0.017444         0.000000
  0.4342      -0.647063        0.229693             0.225774        57.549380
  0.4360      -0.668281        0.347766             0.356995        16.959196
  0.4407      -0.740477        0.466580             0.721752        11.088803
  0.4316      -0.702243        0.571574             0.650481        16.096325
  0.4396      -0.715842        0.486074             0.636027         9.779171
  0.4485      -0.744891        0.602156             0.702314        19.529219
  0.4440      -0.745105        0.299485             0.739836         4.394133
  0.4452      -0.736703        0.239648             0.659879         9.179634
  0.4466      -0.764899        0.273799             0.797650         1.634435
  0.4428      -0.730438        0.308497             0.705376         9.928581
  0.4517      -0.774938        0.108865             0.808686         0.766938
  0.4373      -0.676112        0.274019             0.440014        11.312077
  0.4385      -0.703168        0.647837             0.615094        16.952849
  0.4417      -0.719188        0.405767             0.631399        23.804044
  0.4238      -0.627981        0.372870             0.341403        40.067716
  0.4345      -0.696404        0.227374             0.639943         4.466938
  0.4408      -0.726735        0.237795             0.709576         2.047639
  0.4525      -0.763973        0.267438             0.777572         2.487048
  0.4398      -0.675685        0.123218             0.144820         5.089668
  0.4442      -0.742542        0.308987             0.733713         2.519023
  0.4362      -0.711072        0.277874             0.691705         3.020199
  0.4320      -0.634745        0.493640             0.230473        20.262088
  0.4454      -0.703453        0.637004             0.523532        11.987801
  0.4489      -0.757921        0.293127             0.767818         0.992562
  0.4430      -0.714845        0.559870             0.658384        15.716292
  0.4375      -0.683517        0.575527             0.565326        14.230113
  0.4469      -0.730295        0.125115             0.650267         5.914616
  0.4419      -0.735351        0.162516             0.758847         1.677463
  0.4387      -0.711570        0.252399             0.636881         4.879180
  0.4263      -0.665646        0.454090             0.595514        11.996309
  0.4348      -0.724244        0.247028             0.724030         4.653957
  0.4399      -0.702884        0.223365             0.561054        17.258339
  0.4410      -0.689142        0.359581             0.517480        16.541783
  0.4536      -0.753578        0.289378             0.748665         2.431129
  0.4364      -0.718548        0.481405             0.689996         4.826889
  0.4444      -0.743040        0.426445             0.715628         4.968199
  0.4325      -0.666785        0.318901             0.425133        10.505191
  0.4456      -0.746173        0.306195             0.763902         1.987006
  0.4432      -0.735422        0.409636             0.748950         1.838825
  0.4493      -0.735208        0.652579             0.690424        10.760892
  0.4472      -0.746529        0.447619             0.743823         6.158942
  0.4377      -0.677750        0.178121             0.524315         7.583209
  0.4420      -0.692702        0.405404             0.378070         9.105182
  0.4389      -0.708722        0.220465             0.681310         6.420525
  0.4278      -0.626201        0.235095             0.193806        17.358149
  0.4350      -0.683802        0.054042             0.617088         8.041957
  0.4446      -0.754717        0.377073             0.768815         2.588573
  0.4411      -0.728231        0.578057             0.685582        10.543888
  0.4366      -0.710787        0.820559             0.654895        12.926457
  0.4329      -0.642933        0.618647             0.096974         5.231028
  0.4551      -0.777928        0.245284             0.814525         0.823795
  0.4401      -0.724315        0.193656             0.697686         4.857223
  0.4433      -0.740335        0.262533             0.752083         1.882816
  0.4459      -0.747241        0.130474             0.731007         2.703454
  0.4475      -0.747383        0.200020             0.726522         1.432200
  0.4498      -0.760698        0.296330             0.782414         2.012960
  0.4379      -0.689569        0.274171             0.544179        11.321972
  0.4422      -0.725525        0.491642             0.681880         4.779786
  0.4289      -0.640228        0.374636             0.258384        48.374241
  0.4390      -0.719972        0.170589             0.660876         6.713026
  0.4448      -0.730509        0.172559             0.703240         3.465166
  0.4353      -0.713492        1.373866             0.695621        10.978041
  0.4413      -0.740691        0.393138             0.717693         5.603738
  1.0000      -0.999430        0.002785             0.999715         0.000696
  0.4435      -0.711570        0.757910             0.593165        18.715153
  0.4332      -0.658384        0.144023             0.058740         3.222865
  0.4461      -0.735849        0.202280             0.714703         3.041900
  0.4368      -0.712852        0.348690             0.675756         5.495696
  0.4402      -0.723033        0.553866             0.681381         6.719376
  0.4478      -0.740050        0.471859             0.651335        22.110509
  0.4503      -0.759701        0.429096             0.775294         3.523353
  0.4424      -0.728373        0.457685             0.718263         3.531894
  0.4380      -0.718405        0.249566             0.693556         2.697313
  0.4297      -0.648416        0.300626             0.240797        31.270779
  0.4392      -0.732716        0.576707             0.742257         2.630604
  0.4355      -0.705518        0.255926             0.635671         4.329775
  0.4414      -0.705589        0.203878             0.577501        12.982395
  0.4437      -0.736063        0.297201             0.679245        13.460154
  0.4404      -0.694055        0.372649             0.602706         7.217605
  0.4336      -0.705518        0.660047             0.672481         4.675922
  0.4370      -0.701460        0.573462             0.669064         8.008988
  0.4425      -0.697971        0.400851             0.524457         6.141168
  0.4304      -0.643503        0.373571             0.244571        36.758752
  0.4382      -0.662086        0.421657             0.147597        12.905841
  0.4393      -0.682307        0.383114             0.523389        20.686815
