    beta         energy       spec-heat           abs-magnet          suscept
  0.4439      -0.739576        0.056219             0.732093         1.593875
  0.4509      -0.741696        0.342432             0.595329         2.368399
  0.4384      -0.688452        0.289178             0.340311         7.803767
  0.4357      -0.691436        0.323305             0.616047         6.720923
  0.4450      -0.726211        0.294980             0.673010        12.007692
  0.0000      -0.019031        0.000000             0.006488         0.000000
  0.4416      -0.710208        0.316268             0.633002         5.838474
  0.4339      -0.664057        0.397643             0.402249         8.254061
  0.4395      -0.674438        0.305717             0.462760         7.660082
  0.4481      -0.738538        0.296571             0.648183         6.666856
  0.4310      -0.672232        0.690945             0.535856        43.468962
  0.4464      -0.734732        0.348222             0.708564         2.739045
  0.4405      -0.693209        0.091666             0.496324        11.677218
  0.4372      -0.680839        0.235350             0.526471        20.953590
  0.4427      -0.689317        0.200788             0.355104        15.523529
  0.4360      -0.715960        0.301744             0.693815         1.763962
  0.4440      -0.727292        0.614485             0.714317         5.392653
  0.4452      -0.743426        0.315023             0.746410         2.321720
  0.4517      -0.773356        0.297404             0.798097         3.185291
  0.4342      -0.664706        0.232486             0.284775        10.111128
  0.4396      -0.711592        0.177330             0.653676         1.588663
  0.4417      -0.727379        0.627272             0.709602        11.275552
  0.4385      -0.698313        0.542342             0.527336        24.740047
  0.4238      -0.629066        0.087225             0.395891         4.590947
  0.4316      -0.654152        0.197002             0.217171        30.328034
  0.4466      -0.721626        0.128575             0.632180         4.082745
  0.4407      -0.710943        0.293213             0.550476        10.458734
  0.4373      -0.675649        0.225363             0.310424        50.094566
  0.4485      -0.758521        0.378482             0.766306         5.299980
  0.4428      -0.726298        0.590123             0.712673         7.939454
  0.4525      -0.781185        0.231477             0.809862         1.514492
  0.4362      -0.677163        0.205243             0.419074        29.497406
  0.4442      -0.738365        0.127664             0.727941         1.442478
  0.4345      -0.680839        0.395792             0.530666         6.406262
  0.4398      -0.713019        0.158656             0.641652         3.348536
  0.4454      -0.730363        0.517555             0.709991        10.495752
  0.4419      -0.713668        0.444709             0.658088         1.532806
  0.4408      -0.709429        0.344696             0.388495         7.423019
  0.4387      -0.700606        0.391300             0.606445         8.119019
  0.4320      -0.673832        0.630308             0.507915        19.718737
  0.4263      -0.637587        0.210925             0.070415         6.383164
  0.4469      -0.723227        0.367798             0.620675         4.814121
  0.4489      -0.761375        0.457475             0.784862         3.118108
  0.4375      -0.657699        0.419499             0.156574        14.228960
  0.4430      -0.722016        0.198932             0.654498         3.169049
  0.4444      -0.741998        0.314519             0.655666         9.597779
  0.4536      -0.775865        0.188226             0.805363         0.716504
  0.4364      -0.666393        0.063074             0.226168        11.826033
  0.4348      -0.675043        0.856527             0.492561        37.213012
  0.4399      -0.693296        0.087971             0.169550        14.755186
  0.4456      -0.715874        0.270463             0.662024         5.868153
  0.4420      -0.691133        0.260447             0.320804         6.273750
  0.4410      -0.687284        0.325760             0.393166         3.605542
  0.4389      -0.699135        0.258872             0.615095        10.631933
  0.4325      -0.642042        0.188593             0.127249        16.207690
  0.4472      -0.755017        0.228991             0.769550         2.045090
  0.4278      -0.647708        0.372457             0.378503        29.959038
  0.4493      -0.764273        0.149499             0.793728         0.655456
  0.4432      -0.739230        0.118868             0.737673         2.076662
  0.4377      -0.707180        0.195994             0.691479         1.425578
  0.4446      -0.731099        0.286018             0.715830         4.756329
  0.4366      -0.665614        0.415034             0.272535        19.793374
  0.4350      -0.676514        0.333168             0.421280        16.976607
  0.4551      -0.776125        0.102691             0.796453         0.706466
  0.4459      -0.732742        0.082832             0.718815         1.768782
  0.4401      -0.727379        0.235079             0.714100         1.452658
  0.4422      -0.740009        0.436665             0.741566         2.100959
  0.4411      -0.689749        0.249520             0.348962        11.862415
  0.4390      -0.698400        0.200181             0.558002         6.462861
  0.4329      -0.673659        0.252013             0.374697        57.148662
  0.4475      -0.758564        0.198530             0.763927         6.773391
  0.4289      -0.638495        0.350861             0.053936         7.991997
  0.4498      -0.755234        0.237422             0.746843         3.130121
  0.4379      -0.723486        0.281474             0.716263         4.483543
  0.4433      -0.714836        0.348173             0.560900         8.107539
  0.4448      -0.737024        0.184609             0.729239         0.898913
  0.4368      -0.685381        0.322800             0.480407        34.127047
  0.4353      -0.667431        0.234923             0.349221        12.207583
  1.0000      -0.991825        1.070060             0.958607        35.877557
  0.4461      -0.709516        0.518736             0.339879        13.811961
  0.4402      -0.715657        0.484045             0.682656        14.271237
  0.4413      -0.702033        0.271716             0.530753        18.374691
  0.4424      -0.740874        0.170384             0.742085         2.904177
  0.4392      -0.722967        0.290945             0.687197        12.176002
  0.4332      -0.660337        0.223674             0.341696         7.310148
  0.4380      -0.697318        0.510335             0.551644        10.233255
  0.4478      -0.753417        0.168001             0.753979         1.441746
  0.4503      -0.757569        0.376534             0.741133         4.274680
  0.4297      -0.690874        0.101736             0.646713         2.228441
  0.4435      -0.695848        0.439180             0.326903        11.690005
  0.4370      -0.698400        0.255762             0.592517        19.682814
  0.4355      -0.674567        0.289860             0.326600        46.053855
  0.4404      -0.727811        1.164430             0.641090        20.691664
  0.4414      -0.723746        0.285560             0.633131        11.654552
  0.4425      -0.685597        0.311745             0.262240        10.244629
  0.4393      -0.687111        0.441005             0.545458        24.763358
  0.4336      -0.650995        0.127044             0.167647        13.695545
  0.4382      -0.685424        0.187559             0.460597        38.418939
  0.4304      -0.657742        0.665745             0.475952        15.013980
  0.4437      -0.678460        0.192395             0.371367        14.679260
