    beta         energy       spec-heat           abs-magnet          suscept
  0.4357      -0.688489        0.327946             0.495390        23.506585
  0.4450      -0.737745        0.454714             0.723022         3.702457
  0.4395      -0.720880        0.157031             0.670821         6.291269
  0.4464      -0.755741        0.485774             0.742385        11.856084
  0.4509      -0.766211        0.256379             0.751963         5.248407
  0.4339      -0.662968        0.475311             0.216181        55.124593
  0.4439      -0.732153        0.144785             0.692980         1.758048
  0.4416      -0.727067        0.445199             0.679209         9.216619
  0.4405      -0.699613        0.364272             0.543843        13.564034
  0.4384      -0.677484        0.393916             0.135574        14.951230
  0.4427      -0.710291        0.440346             0.556217        21.499500
  0.4310      -0.662433        0.393356             0.405384        27.376066
  0.4372      -0.693516        0.256754             0.571594        10.932041
  0.0000       0.013980        0.000000             0.020226         0.000000
  0.4481      -0.754283        0.393320             0.732243         9.965693
  0.4452      -0.727484        0.202068             0.641225         2.121289
  0.4517      -0.754015        0.383530             0.765378         3.584294
  0.4360      -0.700149        0.291532             0.627424         3.227889
  0.4440      -0.713831        0.338700             0.603183         3.545101
  0.4342      -0.702974        0.518309             0.626829         6.026843
  0.4396      -0.713563        0.492791             0.538519         7.252184
  0.4466      -0.753867        0.190019             0.757377         1.786464
  0.4407      -0.709102        0.824469             0.608953         5.739330
  0.4417      -0.704015        0.346403             0.533165        15.694119
  0.4428      -0.730309        0.450520             0.717400         3.570962
  0.4385      -0.714069        0.105964             0.680012         3.050623
  0.4316      -0.681856        0.420598             0.321802         3.006158
  0.4373      -0.707139        0.412039             0.637567        12.487859
  0.4238      -0.636080        0.709654             0.108328        12.232390
  0.4485      -0.747620        0.286581             0.751398         3.066039
  0.4454      -0.748899        0.195391             0.748156         3.609180
  0.4525      -0.762671        0.198868             0.766538         3.546333
  0.4362      -0.666538        0.368247             0.252409        39.202287
  0.4442      -0.710024        0.389536             0.558656         6.533483
  0.4345      -0.667876        0.122414             0.253956        14.282501
  0.4398      -0.717549        0.414260             0.679863         6.889288
  0.4408      -0.714842        0.566788             0.665199         7.683079
  0.4419      -0.730607        0.210232             0.724301         1.728407
  0.4469      -0.734057        0.229090             0.615497         3.574856
  0.4430      -0.701457        0.212429             0.558209         9.247231
  0.4387      -0.660559        0.226756             0.143902        13.960928
  0.4320      -0.663534        0.375572             0.404343         8.409999
  0.4375      -0.680161        0.370013             0.422695        10.702973
  0.4263      -0.630071        0.182850             0.113891        23.309992
  0.4489      -0.747174        0.188625             0.737151         2.227942
  0.4536      -0.774004        0.298435             0.792683         3.102693
  0.4364      -0.671535        0.104722             0.208685         1.576142
  0.4456      -0.725550        0.390894             0.563593         3.544919
  0.4444      -0.735396        0.591547             0.733284         3.745084
  0.4348      -0.701457        0.447570             0.613861        11.280253
  0.4399      -0.680131        0.130390             0.118471        21.864367
  0.4410      -0.722219        0.225523             0.698870         1.839451
  0.4420      -0.718382        0.314294             0.668620         4.857977
  0.4432      -0.714337        0.318236             0.656038         5.615827
  0.4472      -0.750625        0.231437             0.746609         1.424861
  0.4325      -0.649018        0.384464             0.365199        10.431145
  0.4389      -0.698096        0.398503             0.516062         2.187051
  0.4377      -0.705205        0.128159             0.615199         9.174169
  0.4278      -0.629625        0.152201             0.051130         3.786598
  0.4493      -0.760619        0.592130             0.758537         8.486417
  0.4459      -0.708745        0.296074             0.376978         9.076053
  0.4551      -0.770077        0.298170             0.784027         3.170006
  0.4446      -0.740898        0.472959             0.666449        15.689516
  0.4350      -0.702469        0.405023             0.632272        13.756124
  0.4401      -0.682094        0.204642             0.154967        31.858974
  0.4366      -0.672546        0.300228             0.345122        14.310979
  0.4411      -0.697383        0.562290             0.503093        12.699516
  0.4422      -0.731856        0.226843             0.723557         2.750335
  0.4433      -0.717549        0.272903             0.619274         8.239634
  0.4329      -0.649881        0.358401             0.091106        16.283637
  0.4475      -0.751904        0.282948             0.766538         1.694202
  0.4390      -0.686437        0.087641             0.555889        19.213867
  0.4379      -0.719750        0.108373             0.690869         4.677581
  0.4498      -0.757704        0.691987             0.766835         9.156397
  0.4289      -0.646520        0.446765             0.168471         9.174040
  0.4461      -0.739560        0.279274             0.692623         4.825977
  1.0000      -0.998662        0.013385             0.999316         0.003708
  0.4448      -0.735901        0.495531             0.731797         6.043992
  0.4353      -0.684503        0.314069             0.303926        12.753818
  0.4402      -0.698364        0.430979             0.562076         5.779334
  0.4368      -0.682243        0.188894             0.505562         6.008825
  0.4413      -0.728763        0.614990             0.680934         4.580823
  0.4424      -0.722338        0.162461             0.667192         4.354512
  0.4435      -0.734652        1.024759             0.729714         5.072032
  0.4478      -0.744140        0.229603             0.724420         4.031998
  0.4332      -0.642177        0.225799             0.174063        27.698388
  0.4392      -0.697264        0.225794             0.563504         7.930841
  0.4380      -0.681678        0.200559             0.470732        19.090069
  0.4503      -0.749762        0.520436             0.732689         2.888843
  0.4297      -0.665378        0.305379             0.522487         7.474603
  0.4355      -0.686556        0.259948             0.582659         1.923098
  0.4404      -0.703540        1.010689             0.617490         5.855121
  0.4370      -0.711005        0.629880             0.660173         8.087158
  0.4414      -0.690363        0.306940             0.408239        24.279764
  0.4425      -0.720345        0.403005             0.660767        14.832657
  0.4437      -0.736139        0.368552             0.725640         1.282225
  0.4336      -0.662344        0.547115             0.309786         7.204726
  0.4393      -0.690333        1.221784             0.555830        18.599854
  0.4382      -0.699554        0.419242             0.628198         6.735418
  0.4304      -0.642088        0.381704             0.118590        21.798841
