    beta         energy       spec-heat           abs-magnet          suscept
  0.4481      -0.750357        0.487207             0.763971         5.200670
  0.4450      -0.741558        0.288941             0.742212         2.072686
  0.4310      -0.642212        0.562398             0.326635        13.679620
  0.4357      -0.707313        0.266647             0.609156         9.058562
  0.4395      -0.710345        0.578420             0.653270        11.809759
  0.4509      -0.734483        0.297854             0.607253        17.499434
  0.4416      -0.711653        0.026691             0.632580         1.352947
  0.4372      -0.713912        0.325842             0.679013         5.275231
  0.4339      -0.666112        0.359389             0.455529         9.873494
  0.4439      -0.737396        0.515782             0.695184         5.402993
  0.4405      -0.705470        0.230159             0.608205        10.840041
  0.4384      -0.694649        0.541403             0.620036        10.072782
  0.0000      -0.022592        0.000000             0.010702         0.000000
  0.4427      -0.737396        0.350351             0.743520         2.815877
  0.4464      -0.722295        0.393439             0.574970        13.931411
  0.4517      -0.776873        0.231731             0.814090         1.382847
  0.4396      -0.682580        0.641571             0.365933        26.824841
  0.4407      -0.688526        0.265993             0.446552        31.562286
  0.4360      -0.672771        0.254923             0.524435         7.696067
  0.4452      -0.759334        0.462713             0.771463         2.311757
  0.4373      -0.691260        0.155560             0.169738         6.381598
  0.4316      -0.663555        0.095548             0.244471        38.745653
  0.4440      -0.745541        0.110606             0.744174         0.665504
  0.4342      -0.661831        0.377701             0.217241        38.651453
  0.4485      -0.766587        0.131719             0.769679         2.248021
  0.4385      -0.709394        0.374603             0.593520        17.537415
  0.4417      -0.691914        0.357622             0.255470        37.916597
  0.4428      -0.740012        0.241218             0.720868         5.420005
  0.4466      -0.738050        0.620358             0.690190        15.886084
  0.4238      -0.636504        0.142011             0.251546         8.386650
  0.4525      -0.764804        0.246201             0.761058         5.654437
  0.4408      -0.727408        0.113601             0.733056         1.218314
  0.4362      -0.709156        0.142451             0.668609         2.078458
  0.4398      -0.694530        0.506807             0.500178        12.847470
  0.4320      -0.663912        0.206965             0.418728         7.773788
  0.4442      -0.748989        0.144215             0.758977         1.807423
  0.4375      -0.670392        0.298737             0.364863        11.374627
  0.4387      -0.682283        0.381205             0.354518        33.790024
  0.4345      -0.654697        0.193832             0.254221        13.479636
  0.4454      -0.724316        0.259922             0.676813         6.610188
  0.4489      -0.726932        0.290773             0.637812        11.621381
  0.4419      -0.679073        0.335425             0.104043         4.415211
  0.4430      -0.742628        0.373599             0.724851         2.673799
  0.4469      -0.742806        0.433092             0.739417         4.299182
  0.4263      -0.623127        0.338278             0.061772         1.161105
  0.4410      -0.733888        0.169788             0.712069         1.710933
  0.4536      -0.769620        0.483073             0.789239         4.109004
  0.4444      -0.741855        0.122679             0.747206         0.798490
  0.4364      -0.697027        0.401486             0.604875         6.651555
  0.4399      -0.701665        0.220152             0.541558        10.094454
  0.4325      -0.650832        0.285763             0.199822         7.351590
  0.4377      -0.673127        0.309993             0.178894        13.595887
  0.4348      -0.681034        0.431133             0.402616        12.853633
  0.4456      -0.746136        0.482678             0.738288         8.443097
  0.4493      -0.770809        0.232608             0.797206         1.256075
  0.4389      -0.712069        0.298524             0.603329        16.283931
  0.4420      -0.734899        0.275024             0.724554         1.315231
  0.4432      -0.738942        0.228364             0.712782         2.129418
  0.4472      -0.752854        0.231957             0.770036         1.547617
  0.4278      -0.619382        0.171446             0.160464        20.898367
  0.4411      -0.712426        0.399746             0.603924        13.345155
  0.4551      -0.785910        0.047911             0.820095         0.699302
  0.4366      -0.668609        0.280432             0.178656         1.623710
  0.4446      -0.741320        0.421320             0.750773         2.558672
  0.4401      -0.721403        0.069200             0.704578         2.418581
  0.4379      -0.683472        0.250985             0.330559        46.854997
  0.4459      -0.755529        0.206224             0.773662         2.279846
  0.4329      -0.681629        0.618331             0.540131        13.849439
  0.4390      -0.707848        0.603034             0.649941         8.915725
  0.4350      -0.680262        0.573284             0.529667         3.022812
  0.4422      -0.706124        0.317927             0.607551         3.515018
  0.4433      -0.715279        0.509608             0.605232        10.010191
  0.4498      -0.753746        0.579826             0.764388         2.370668
  0.4289      -0.666112        0.337669             0.554162         6.930110
  0.4475      -0.736207        0.466547             0.689180         8.182165
  0.4402      -0.700713        0.425626             0.548692         2.816430
  0.4413      -0.673662        0.216806             0.381332         2.227155
  0.4448      -0.729489        0.284860             0.707788         2.463365
  1.0000      -0.998454        0.005338             0.999227         0.001334
  0.4368      -0.681570        0.573206             0.302675         7.703058
  0.4435      -0.722176        0.865955             0.632342        38.254148
  0.4353      -0.667360        0.332016             0.354756        40.638709
  0.4332      -0.686029        0.143059             0.577646         5.899877
  0.4461      -0.755172        0.239258             0.759691         3.159460
  0.4503      -0.774316        0.615577             0.803092         2.824805
  0.4297      -0.648811        0.370484             0.279429        16.310231
  0.4392      -0.694352        0.316606             0.479786        33.321639
  0.4424      -0.741439        0.259383             0.746968         3.675083
  0.4380      -0.688585        0.202032             0.545482         7.055727
  0.4478      -0.725743        0.267252             0.677408         8.352871
  0.4404      -0.724673        0.400768             0.721344         5.145130
  0.4414      -0.734126        0.213214             0.729310         2.439257
  0.4370      -0.668133        0.214970             0.175684        19.443819
  0.4355      -0.658680        0.384308             0.350832        29.726632
  0.4336      -0.673484        0.486355             0.561891        17.886984
  0.4437      -0.726992        0.350470             0.634899         5.170757
  0.4304      -0.629845        0.167776             0.118847         3.263537
  0.4382      -0.716647        0.363508             0.669738         6.331043
  0.4393      -0.663853        0.397650             0.282818        30.291413
  0.4425      -0.722652        0.405008             0.697206         1.924428
