    beta         energy       spec-heat           abs-magnet          suscept
  0.4339      -0.691420        0.195339             0.661834         2.153277
  0.4357      -0.618639        0.471958             0.160651         4.666165
  0.4372      -0.642012        0.181680             0.257988        11.908503
  0.4439      -0.760651        0.250620             0.771893         1.156450
  0.4310      -0.721893        0.187136             0.694379         3.386537
  0.4384      -0.734024        0.360951             0.758284         1.673964
  0.4405      -0.685503        0.312112             0.586686         9.848248
  0.4450      -0.636391        0.085003             0.237278         4.980591
  0.4509      -0.765089        0.349537             0.786391         1.520827
  0.4481      -0.762130        0.349676             0.785503         2.043108
  0.4427      -0.756213        0.450473             0.764793         3.337842
  0.4395      -0.717160        0.250970             0.707692         1.979128
  0.4416      -0.722485        0.327899             0.686391         4.404280
  0.4464      -0.754438        0.165046             0.748817         2.118478
  0.4360      -0.710651        0.269101             0.703550         3.605596
  0.0000       0.014793        0.000000             0.062130         0.000000
  0.4342      -0.693195        0.517886             0.668343         6.091654
  0.4373      -0.731361        0.165183             0.694379         1.950648
  0.4517      -0.739053        0.400694             0.701183         4.290899
  0.4440      -0.754142        0.200008             0.772485         2.423343
  0.4466      -0.721302        0.676635             0.656213         9.194111
  0.4345      -0.686095        0.577744             0.550888        17.025164
  0.4238      -0.638757        0.648182             0.460355        18.233668
  0.4407      -0.654438        0.596225             0.434911        19.165384
  0.4316      -0.635503        0.139794             0.228107         2.214005
  0.4396      -0.732544        0.264869             0.758284         1.409973
  0.4452      -0.713609        0.786268             0.652959         9.702078
  0.4428      -0.744675        0.337302             0.763314         1.392281
  0.4362      -0.682840        0.645346             0.593787        10.214539
  0.4417      -0.718343        0.182383             0.719822         1.876196
  0.4485      -0.729882        0.349149             0.702663         4.988169
  0.4375      -0.691716        0.553195             0.682544         4.156005
  0.4385      -0.707396        0.225173             0.694675         3.715744
  0.4525      -0.788462        0.654632             0.822485         2.514571
  0.4469      -0.701183        0.439592             0.584615        12.547013
  0.4442      -0.712426        0.398763             0.678402         8.915978
  0.4430      -0.733136        0.445096             0.707101         4.883230
  0.4454      -0.673964        0.204217             0.303254        20.446162
  0.4348      -0.676627        0.787636             0.503846        12.130383
  0.4263      -0.615089        0.433052             0.171302         5.787574
  0.4398      -0.715680        0.610482             0.660059        10.578792
  0.4408      -0.737870        0.502950             0.743491         3.540633
  0.4320      -0.655917        0.727038             0.382544        21.223501
  0.4419      -0.623964        0.076632             0.148817         7.393413
  0.4364      -0.651183        0.349409             0.511834        11.431818
  0.4536      -0.787870        0.079015             0.820710         0.550049
  0.4387      -0.683728        0.366041             0.517160        16.903925
  0.4377      -0.716864        0.466292             0.665976         6.492849
  0.4489      -0.712722        0.353846             0.662130         6.496290
  0.4472      -0.750000        0.403145             0.773669         1.401930
  0.4444      -0.688166        0.556579             0.577515         8.833111
  0.4432      -0.727219        0.289446             0.725148         3.356807
  0.4456      -0.753254        0.115998             0.794379         0.364630
  0.4420      -0.659467        0.376027             0.517456        13.073399
  0.4350      -0.704734        0.598400             0.678107         5.489505
  0.4410      -0.669527        0.126590             0.164793         3.883956
  0.4325      -0.673077        0.482355             0.610059         8.078541
  0.4551      -0.752959        0.179543             0.790533         1.676665
  0.4366      -0.719231        0.371036             0.731953         1.223449
  0.4278      -0.683136        0.223640             0.610651         2.310806
  0.4399      -0.721006        0.541833             0.673373         6.579773
  0.4493      -0.716864        0.458222             0.617456         8.937501
  0.4446      -0.707988        0.597829             0.649704         6.955868
  0.4475      -0.744083        0.515585             0.765385         2.978467
  0.4379      -0.672781        1.116378             0.499408        19.521642
  0.4389      -0.729586        0.289004             0.736982         1.405980
  0.4353      -0.626036        0.328638             0.407101        14.767623
  0.4411      -0.710651        0.702100             0.667751         8.058817
  0.4401      -0.745266        0.348757             0.755030         1.732454
  1.0000      -0.998817        0.004208             0.999408         0.001052
  0.4422      -0.709763        0.321781             0.682544         2.691631
  0.4329      -0.680178        0.142280             0.658580         3.480200
  0.4459      -0.765385        0.283380             0.821598         1.121597
  0.4368      -0.691716        0.509426             0.612130        16.640736
  0.4433      -0.681953        0.362663             0.594379        10.300481
  0.4448      -0.716864        0.336907             0.526627        25.422128
  0.4478      -0.747929        0.346138             0.734320         5.242068
  0.4289      -0.656213        0.316036             0.459172        16.151563
  0.4498      -0.756509        0.702623             0.788166         3.720382
  0.4380      -0.726036        0.366394             0.704438         4.625998
  0.4413      -0.713018        0.382042             0.694970         2.370038
  0.4390      -0.718935        0.569454             0.676331        11.528171
  0.4355      -0.697041        0.316029             0.691716         4.531285
  0.4402      -0.697633        0.208921             0.674260         1.722424
  0.4370      -0.684911        1.032213             0.519527        16.433013
  0.4435      -0.699112        0.212877             0.666864         1.037008
  0.4461      -0.700888        0.612729             0.672189         6.162701
  0.4424      -0.748817        0.147039             0.762130         1.354828
  0.4332      -0.711243        0.750351             0.697337         3.066619
  0.4503      -0.758580        0.344327             0.759763         4.425093
  0.4382      -0.760355        0.198715             0.727219         3.850094
  0.4297      -0.682249        0.713904             0.599408        11.287987
  0.4404      -0.759763        0.216204             0.759763         4.809110
  0.4392      -0.708876        0.341916             0.631657         5.113104
  0.4414      -0.665976        0.864399             0.413018        22.101028
  0.4425      -0.730769        0.338345             0.715976         6.358189
  0.4437      -0.718047        0.666800             0.720710         5.111924
  0.4336      -0.676036        0.523874             0.613314        12.244107
  0.4304      -0.626331        0.447771             0.376923        16.676670
  0.4393      -0.713609        0.310586             0.666272        11.737162
