    beta         energy       spec-heat           abs-magnet          suscept
  0.4450      -0.733049        0.120771             0.709059         6.576089
  0.4357      -0.690025        0.560444             0.552020        25.499384
  0.4339      -0.663224        0.357632             0.335048        36.988799
  0.4427      -0.725698        0.268138             0.695481         5.745173
  0.4509      -0.753873        0.456421             0.757809         2.501630
  0.4405      -0.711349        0.473834             0.631487         8.921368
  0.4481      -0.760433        0.060300             0.770700         1.866165
  0.4395      -0.685444        0.216483             0.433632         9.942812
  0.4439      -0.740441        0.300536             0.742337         2.628431
  0.4416      -0.733923        0.433084             0.729592         2.638961
  0.4372      -0.702603        0.295210             0.620762         4.206108
  0.4384      -0.684819        0.111256             0.062995         6.976974
  0.4464      -0.734756        0.294450             0.701999         2.365945
  0.0000       0.012287        0.000000             0.004998         0.000000
  0.4310      -0.652999        0.332378             0.099646        30.041555
  0.4452      -0.716910        0.715790             0.623095        18.993190
  0.4360      -0.662536        0.426588             0.263286        11.516870
  0.4342      -0.666493        0.398932             0.409329        11.212236
  0.4517      -0.757080        0.198723             0.751874         3.540078
  0.4440      -0.731258        0.319668             0.719679         5.748229
  0.4466      -0.741608        0.210400             0.710537         0.706474
  0.4428      -0.728384        0.656160             0.689692         6.979588
  0.4407      -0.710287        0.779620             0.633757        10.461750
  0.4396      -0.696481        0.367309             0.489400         5.858808
  0.4485      -0.746960        0.284405             0.723449         1.755136
  0.4385      -0.698042        0.425277             0.569492        30.398594
  0.4417      -0.711933        0.318120             0.638755         4.467420
  0.4238      -0.621200        0.222762             0.204727        27.284289
  0.4373      -0.699604        0.511368             0.613557         4.053032
  0.4316      -0.654852        0.246652             0.347605        12.220895
  0.4345      -0.662182        0.420589             0.082382         9.398158
  0.4362      -0.687318        0.454968             0.388109         9.828082
  0.4454      -0.747688        0.517868             0.757434         4.897333
  0.4398      -0.712682        0.248913             0.639525         2.878736
  0.4442      -0.728696        0.286538             0.645981        12.640411
  0.4525      -0.763973        0.410739             0.776260         3.399833
  0.4408      -0.723969        0.306263             0.710662         1.455060
  0.4489      -0.749979        0.073989             0.747314         1.714897
  0.4469      -0.744794        0.236485             0.734090         5.510230
  0.4430      -0.720304        0.313662             0.614473         7.238694
  0.4387      -0.715806        0.181455             0.638651         3.553364
  0.4419      -0.728384        0.504638             0.696731         9.338502
  0.4263      -0.629613        0.496263             0.192170        30.633853
  0.4375      -0.686464        0.197917             0.413120        17.634932
  0.4320      -0.663682        0.334856             0.038546         1.535029
  0.4348      -0.682403        0.205493             0.492628        16.804140
  0.4364      -0.680820        0.356261             0.252624         8.586481
  0.4444      -0.740920        0.449770             0.726072         7.872541
  0.4456      -0.759392        0.313325             0.767014         3.994252
  0.4493      -0.761412        0.748900             0.758788         7.286649
  0.4410      -0.687963        0.462233             0.334860        30.478403
  0.4399      -0.711100        0.278444             0.511620        26.163559
  0.4432      -0.731175        0.183274             0.665806         5.586720
  0.4536      -0.776676        0.130071             0.792566         0.721115
  0.4389      -0.700625        0.205957             0.598896         4.631907
  0.4420      -0.701541        0.445791             0.136922        19.205580
  0.4472      -0.758038        0.230998             0.763057         2.414661
  0.4278      -0.644877        0.368178             0.200083        31.224624
  0.4377      -0.713015        0.787905             0.674261        11.289794
  0.4325      -0.657559        0.218471             0.317451        21.496060
  0.4350      -0.653353        0.491962             0.055685         9.128817
  0.4366      -0.683757        0.372259             0.379425        11.478162
  0.4459      -0.705310        0.326808             0.238796         7.681312
  0.4446      -0.720741        0.299179             0.661787         5.347479
  0.4411      -0.710162        0.628099             0.616868        32.644904
  0.4498      -0.730571        0.440090             0.595106         9.130988
  0.4433      -0.732653        0.419723             0.706935        10.613371
  0.4551      -0.770367        0.303302             0.775614         3.275251
  0.4390      -0.716681        0.564885             0.666889         4.998119
  0.4422      -0.717201        0.429186             0.646106        12.083157
  0.4475      -0.759871        0.109719             0.778072         1.195662
  0.4401      -0.717264        0.136665             0.620762         5.516041
  0.4289      -0.645419        0.104434             0.303998        17.240800
  0.4379      -0.703353        0.275728             0.616910        11.881142
  0.4329      -0.655623        0.603778             0.155019        31.050754
  0.4353      -0.690941        0.734296             0.529779        17.366340
  0.4368      -0.676843        0.353447             0.097522        29.644669
  0.4448      -0.742566        0.290871             0.732382         2.014231
  0.4413      -0.722366        0.307692             0.682070         6.792826
  0.4461      -0.743294        0.373530             0.740441         4.595456
  0.4503      -0.759413        0.437838             0.754790         2.141641
  0.4392      -0.706476        0.334030             0.595502         4.960556
  0.4402      -0.708788        0.696510             0.588484        14.074772
  0.4435      -0.725864        0.518271             0.671324        19.477500
  0.4424      -0.715514        0.484919             0.559559         7.438473
  1.0000      -0.998813        0.006483             0.999396         0.001615
  0.4297      -0.644419        1.038925             0.098105        22.249379
  0.4478      -0.750895        0.578784             0.740629         9.987474
  0.4380      -0.688838        0.856971             0.551374        18.623978
  0.4332      -0.653873        0.227411             0.169200        12.354938
  0.4355      -0.662120        0.317820             0.121866        14.058880
  0.4370      -0.685464        0.340900             0.409829        30.381017
  0.4414      -0.707893        0.521270             0.611412         6.730961
  0.4437      -0.713848        0.155894             0.612578        11.192897
  0.4393      -0.702103        0.221780             0.604207         3.190048
  0.4404      -0.699958        0.212184             0.618992        12.052136
  0.4425      -0.710225        0.842888             0.635298        23.349405
  0.4304      -0.628884        0.308555             0.061933         5.652463
  0.4382      -0.672949        0.274875             0.465140        12.240946
  0.4336      -0.653394        0.200360             0.087359        13.712009
