    beta         energy       spec-heat           abs-magnet          suscept
  0.4357      -0.677163        0.209603             0.399025        10.085320
  0.4405      -0.716898        0.638299             0.627922         9.447805
  0.4395      -0.685540        0.368283             0.328665        14.085797
  0.4339      -0.663380        0.343122             0.239047        27.262648
  0.4439      -0.723391        0.257135             0.661274        12.840799
  0.4509      -0.756720        0.782214             0.745529         6.345427
  0.4427      -0.711712        0.354701             0.513551         4.630929
  0.4481      -0.751136        0.289174             0.751291         3.097602
  0.4416      -0.681751        0.133644             0.037341         2.376368
  0.4372      -0.677341        0.847238             0.403235        27.255002
  0.4450      -0.734493        0.592122             0.720000         6.718124
  0.0000       0.003213        0.000000             0.007645         0.000000
  0.4464      -0.743490        0.586006             0.721861         9.998106
  0.4310      -0.650925        0.152354             0.163235        32.836591
  0.4384      -0.677075        0.676070             0.353662        32.997926
  0.4360      -0.710803        0.452341             0.669850         5.800930
  0.4407      -0.724720        0.242553             0.696244         3.140763
  0.4342      -0.658770        0.437181             0.265640        38.727836
  0.4440      -0.721706        0.454685             0.656488        18.642908
  0.4517      -0.759158        0.117151             0.768222         1.011556
  0.4428      -0.738393        0.539201             0.728997         5.034889
  0.4452      -0.749518        0.364007             0.753618         7.270848
  0.4417      -0.695313        0.414530             0.339989         9.743432
  0.4396      -0.695335        0.289326             0.399402        14.872602
  0.4485      -0.750294        0.195358             0.720753        18.811009
  0.4466      -0.726360        1.002438             0.599003        54.279849
  0.4316      -0.651789        0.523275             0.094493        24.550868
  0.4238      -0.629673        0.333864             0.183091         6.615989
  0.4385      -0.699302        0.269068             0.524587         9.188711
  0.4373      -0.696798        0.851827             0.582825         9.232471
  0.4362      -0.683723        0.154616             0.560355         9.667575
  0.4408      -0.705219        0.406102             0.556831        26.851697
  0.4345      -0.669097        0.485224             0.243657        49.636950
  0.4525      -0.769019        0.227700             0.767380         1.979450
  0.4442      -0.747878        0.267123             0.751801         2.096118
  0.4430      -0.736332        0.338083             0.721928         4.041992
  0.4454      -0.741429        0.560171             0.720953         8.412739
  0.4419      -0.730992        0.374775             0.672709        11.015654
  0.4398      -0.696000        0.348370             0.480465         7.649466
  0.4489      -0.755258        0.333864             0.757407         4.999619
  0.4469      -0.735512        0.180198             0.661385         1.637081
  0.4320      -0.636476        0.385464             0.104953        35.143183
  0.4263      -0.628343        0.415892             0.174139        12.127548
  0.4387      -0.717740        0.178444             0.665729         3.057270
  0.4375      -0.703380        0.679066             0.628875        28.127968
  0.4364      -0.685562        0.454614             0.480820        28.684080
  0.4348      -0.657507        0.311420             0.251812         6.458124
  0.4410      -0.693363        0.316457             0.434194        17.979921
  0.4444      -0.732942        0.638617             0.659590        10.083004
  0.4456      -0.726759        0.509953             0.663047        12.588973
  0.4536      -0.777839        0.270546             0.796366         2.407753
  0.4432      -0.706238        0.314745             0.542870         3.761314
  0.4399      -0.704288        0.193373             0.514438        39.697225
  0.4420      -0.721994        0.498303             0.674150        10.197310
  0.4493      -0.751823        0.261316             0.754814         2.379728
  0.4472      -0.744000        0.192334             0.707922         4.451087
  0.4278      -0.640598        0.417260             0.290947        10.791723
  0.4377      -0.685385        0.105476             0.380698        13.975060
  0.4389      -0.686382        0.360234             0.207512        37.752393
  0.4325      -0.667878        0.196009             0.137352        13.939475
  0.4366      -0.700986        0.213463             0.642127         2.089053
  0.4350      -0.691368        0.277510             0.491368        69.183123
  0.4411      -0.719956        0.551425             0.649773         4.669141
  0.4446      -0.737440        0.326507             0.731812         2.901743
  0.4459      -0.721684        0.302035             0.674327        14.619517
  0.4551      -0.774803        0.284343             0.790626         2.420700
  0.4433      -0.740432        0.382463             0.736687         4.785288
  0.4401      -0.723280        0.347347             0.677607         3.099936
  0.4422      -0.708388        0.594685             0.585307        20.053646
  0.4498      -0.753817        0.356207             0.729374         3.476009
  0.4475      -0.752864        0.247121             0.750139         2.465769
  0.4289      -0.646006        0.299799             0.123235        13.345889
  0.4379      -0.713019        0.540938             0.660166        19.605943
  0.4390      -0.717762        0.436565             0.650859        11.853341
  0.4329      -0.687468        0.715136             0.547989        19.600364
  0.4368      -0.675368        0.571545             0.448443        29.883228
  0.4353      -0.669075        0.445074             0.229385         9.430205
  0.4448      -0.736355        0.525812             0.728066         3.959243
  0.4413      -0.694139        0.439173             0.541186         4.762875
  0.4461      -0.735490        0.170417             0.712864         8.176447
  1.0000      -0.998249        0.007530             0.999114         0.001970
  0.4435      -0.738216        0.279014             0.682837         5.271866
  0.4402      -0.719247        0.208876             0.677319         3.130508
  0.4424      -0.708742        0.500892             0.434371        45.532411
  0.4503      -0.753285        0.640664             0.747945         7.045025
  0.4478      -0.732654        0.332246             0.600199         7.685937
  0.4297      -0.641396        0.219060             0.137640        32.005829
  0.4380      -0.691014        0.356327             0.525917         3.245396
  0.4392      -0.699723        0.284562             0.525562         1.273003
  0.4332      -0.646094        0.865810             0.085474         6.577185
  0.4370      -0.671446        0.226521             0.246493        90.752687
  0.4355      -0.691191        0.306546             0.597319         8.210077
  0.4414      -0.703712        0.200412             0.567424        14.422790
  0.4437      -0.723590        0.551231             0.668632         5.582889
  0.4404      -0.692454        0.351064             0.479668         5.619780
  0.4425      -0.707413        0.462521             0.592155        20.609676
  0.4304      -0.631091        0.174080             0.103380        52.805827
  0.4393      -0.699634        0.457620             0.641706         3.505762
  0.4382      -0.674039        0.278631             0.451834        19.746172
  0.4336      -0.644742        0.322740             0.058482         6.076283
