    beta         energy       spec-heat           abs-magnet          suscept
  0.4439      -0.727892        0.579674             0.668921         5.118129
  0.4357      -0.703044        0.361340             0.638572         6.007935
  0.4395      -0.676860        0.620568             0.340157        47.060900
  0.4405      -0.701264        0.307158             0.600854        13.909484
  0.4339      -0.662869        0.066160             0.121930        32.663140
  0.4464      -0.736419        0.698882             0.714115         7.035826
  0.4372      -0.680313        0.357593             0.394251        35.675427
  0.4384      -0.685440        0.171376             0.392168         6.966858
  0.4427      -0.715611        0.271425             0.645123         8.290403
  0.4310      -0.644749        0.537112             0.160021         1.994690
  0.4450      -0.721591        0.703183             0.667337        38.204843
  0.4416      -0.707316        0.320398             0.573371        19.103251
  0.4509      -0.761125        0.249049             0.778515         1.795727
  0.0000      -0.015842        0.000000             0.012994         0.000000
  0.4481      -0.743503        0.393557             0.730669         5.435664
  0.4440      -0.726682        0.321155             0.683677         7.446964
  0.4360      -0.669811        0.250264             0.249235        17.998543
  0.4342      -0.676664        0.327147             0.532894        14.200948
  0.4407      -0.699769        0.223896             0.528765        20.569609
  0.4396      -0.687487        0.211006             0.335315        11.577125
  0.4428      -0.726219        0.215390             0.654076         4.538025
  0.4452      -0.742702        0.312719             0.711072        11.520278
  0.4517      -0.755447        0.530922             0.743539         2.375034
  0.4385      -0.694251        0.421579             0.505198        26.224210
  0.4466      -0.744179        0.574336             0.729138         9.684742
  0.4316      -0.657440        0.209972             0.319099        16.005789
  0.4417      -0.722855        0.352095             0.655340         6.002208
  0.4373      -0.690762        0.564160             0.505554         6.204255
  0.4238      -0.624279        0.487111             0.124066        12.768128
  0.4485      -0.731613        0.231214             0.599502         5.558769
  0.4345      -0.677323        0.138679             0.267141         9.550466
  0.4442      -0.736899        0.175023             0.723745         4.488627
  0.4362      -0.678373        0.102047             0.036365         2.911026
  0.4454      -0.737843        0.333936             0.731897         3.058123
  0.4408      -0.707262        0.074352             0.625863         3.082122
  0.4430      -0.726255        0.171581             0.659986         5.580597
  0.4525      -0.763706        0.232824             0.769206         1.377405
  0.4320      -0.653151        0.156122             0.071805        14.986935
  0.4469      -0.738857        0.123192             0.708936         2.199618
  0.4419      -0.725507        0.346954             0.702065         9.895282
  0.4398      -0.697401        0.166244             0.430918         3.568459
  0.4387      -0.699074        0.402449             0.559238        14.468413
  0.4263      -0.645888        0.281524             0.434852        63.897527
  0.4375      -0.681933        0.142416             0.400587        15.634342
  0.4489      -0.756337        0.259212             0.763368         0.881174
  0.4348      -0.671093        0.303455             0.138928         3.415718
  0.4364      -0.676201        0.212582             0.439213        22.129694
  0.4444      -0.720363        0.510616             0.556159        20.345666
  0.4456      -0.725507        0.555098             0.657618        21.458769
  0.4432      -0.713492        0.682989             0.619740        11.798729
  0.4410      -0.717088        0.118141             0.631844         5.370926
  0.4399      -0.695942        0.194451             0.477536         1.567307
  0.4536      -0.771983        0.409965             0.792916         1.543452
  0.4472      -0.752243        0.272191             0.758295         1.720530
  0.4325      -0.657761        0.508213             0.303062        19.422365
  0.4420      -0.709915        0.242488             0.611695         8.124399
  0.4389      -0.687273        0.186209             0.411588         9.763684
  0.4278      -0.640886        0.415387             0.153880        10.638388
  0.4493      -0.753578        0.255650             0.752955         4.093195
  0.4377      -0.714133        0.951003             0.670185        14.392447
  0.4350      -0.670221        0.436582             0.406070        22.371710
  0.4366      -0.693254        0.445359             0.565059         6.508271
  0.4446      -0.729975        0.434683             0.710502         7.790431
  0.4459      -0.737932        0.132802             0.715789         2.248565
  0.4411      -0.711356        0.253714             0.612638         4.690267
  0.4433      -0.700481        0.358188             0.434745        15.775962
  0.4401      -0.701353        0.665595             0.386027        25.682328
  0.4551      -0.770595        0.246119             0.784745         2.234880
  0.4329      -0.674778        0.215695             0.486508         9.152944
  0.4422      -0.721947        0.501967             0.685155         6.137257
  0.4475      -0.727625        0.200394             0.576985         3.933711
  0.4390      -0.679726        0.235936             0.110217        27.526468
  0.4289      -0.645301        0.437650             0.087771         5.483514
  0.4498      -0.758330        0.269092             0.754984         4.795381
  0.4379      -0.692186        0.396893             0.557690        25.726833
  0.4353      -0.680331        0.799254             0.494179        26.018069
  0.4368      -0.677376        0.556554             0.078159         6.448462
  0.4448      -0.742293        0.312982             0.716536         2.385101
  0.4461      -0.752474        0.202299             0.757405         1.076177
  0.4413      -0.708455        0.232708             0.595888         5.225030
  0.4435      -0.708775        0.320190             0.560199         6.653391
  0.4402      -0.718405        0.285719             0.684087         5.918093
  1.0000      -0.998576        0.012104             0.999252         0.003861
  0.4332      -0.663617        0.109404             0.111730         8.897633
  0.4424      -0.715379        0.475828             0.595354        27.573104
  0.4478      -0.741598        0.218181             0.694464         4.978368
  0.4392      -0.699697        0.359167             0.594980         6.039703
  0.4297      -0.651495        0.264474             0.362709         9.482539
  0.4503      -0.759932        0.405432             0.761250         6.271168
  0.4380      -0.678818        0.088484             0.374689        10.439801
  0.4355      -0.670862        0.298023             0.167978        80.748431
  0.4370      -0.696013        0.480724             0.621698         6.278957
  0.4414      -0.700765        0.104667             0.512834         2.713494
  0.4404      -0.725810        0.207193             0.713546         2.525544
  0.4437      -0.725151        0.722835             0.623104         3.966579
  0.4336      -0.660057        0.135707             0.225044         7.559306
  0.4425      -0.703507        0.656214             0.559986         9.550151
  0.4393      -0.696618        0.596146             0.548558        12.587747
  0.4304      -0.631702        0.139010             0.177839        32.965681
  0.4382      -0.697882        0.483276             0.566162         9.556336
