-0.883887	0.000060
-0.874316	0.000040
-0.864746	0.000120
-0.855176	0.000570
-0.845605	0.001180
-0.836035	0.002520
-0.826465	0.004370
-0.816895	0.008190
-0.807324	0.014010
-0.797754	0.016820
-0.788184	0.028940
-0.778613	0.038600
-0.769043	0.049510
-0.759473	0.058710
-0.749902	0.068220
-0.740332	0.075390
-0.730762	0.078090
-0.721191	0.077730
-0.711621	0.076390
-0.702051	0.058710
-0.692480	0.066230
-0.682910	0.058980
-0.673340	0.050530
-0.663770	0.042960
-0.654199	0.034640
-0.644629	0.026650
-0.635059	0.020490
-0.625488	0.014680
-0.615918	0.010730
-0.606348	0.006890
-0.596777	0.003450
-0.587207	0.002640
-0.577637	0.001440
-0.568066	0.000660
-0.558496	0.000470
-0.548926	0.000220
-0.539355	0.000070
-0.529785	0.000050
-0.520215	0.000020
-0.510645	0.000020
