-0.810278	0.000060
-0.804858	0.000040
-0.799438	0.000130
-0.794019	0.000270
-0.788599	0.000610
-0.783179	0.001300
-0.777759	0.002670
-0.772339	0.004820
-0.766919	0.008440
-0.761499	0.013650
-0.756079	0.022500
-0.750659	0.029400
-0.745239	0.038790
-0.739819	0.050380
-0.734399	0.057780
-0.728979	0.068440
-0.723560	0.075930
-0.718140	0.078980
-0.712720	0.079990
-0.707300	0.077690
-0.701880	0.077070
-0.696460	0.064100
-0.691040	0.057560
-0.685620	0.046940
-0.680200	0.039210
-0.674780	0.030840
-0.669360	0.023530
-0.663940	0.017370
-0.658521	0.012300
-0.653101	0.008180
-0.647681	0.005100
-0.642261	0.002710
-0.636841	0.001650
-0.631421	0.000900
-0.626001	0.000330
-0.620581	0.000200
-0.615161	0.000080
-0.609741	0.000020
-0.604321	0.000020
-0.598901	0.000010
