-0.770573	0.001310
-0.731154	0.018490
-0.691734	0.065150
-0.652315	0.089940
-0.612895	0.084730
-0.573476	0.066150
-0.534056	0.047280
-0.494637	0.033040
-0.455217	0.022510
-0.415797	0.017050
-0.376378	0.012810
-0.336958	0.009570
-0.297539	0.007650
-0.258119	0.006260
-0.218700	0.005940
-0.179280	0.004940
-0.139861	0.004850
-0.100441	0.004240
-0.061021	0.004570
-0.021602	0.004200
0.017818	0.003700
0.057237	0.003610
0.096657	0.003840
0.136076	0.004400
0.175496	0.004350
0.214915	0.005460
0.254335	0.006320
0.293755	0.007670
0.333174	0.009600
0.372594	0.012340
0.412013	0.016630
0.451433	0.022170
0.490852	0.031100
0.530272	0.043890
0.569691	0.058440
0.609111	0.079630
0.648531	0.088270
0.687950	0.065270
0.727370	0.021070
0.766789	0.001550
