-0.764728	0.000030
-0.761713	0.000020
-0.758698	0.000120
-0.755682	0.000230
-0.752667	0.000540
-0.749652	0.001090
-0.746637	0.002130
-0.743622	0.003770
-0.740607	0.007110
-0.737592	0.011040
-0.734576	0.018840
-0.731561	0.025980
-0.728546	0.037830
-0.725531	0.046190
-0.722516	0.059740
-0.719501	0.069670
-0.716486	0.076320
-0.713470	0.083840
-0.710455	0.085500
-0.707440	0.079600
-0.704425	0.076630
-0.701410	0.070200
-0.698395	0.059990
-0.695380	0.048970
-0.692365	0.039360
-0.689349	0.030730
-0.686334	0.021450
-0.683319	0.016640
-0.680304	0.010380
-0.677289	0.006630
-0.674274	0.004280
-0.671259	0.002370
-0.668243	0.001330
-0.665228	0.000800
-0.662213	0.000310
-0.659198	0.000220
-0.656183	0.000060
-0.653168	0.000020
-0.650153	0.000020
-0.647137	0.000010
