-0.967383	0.005260
-0.917773	0.038630
-0.868164	0.089210
-0.818555	0.080370
-0.768945	0.067460
-0.719336	0.056980
-0.669727	0.035830
-0.620117	0.026270
-0.570508	0.022590
-0.520898	0.015060
-0.471289	0.011720
-0.421680	0.010340
-0.372070	0.007500
-0.322461	0.006680
-0.272852	0.006470
-0.223242	0.004620
-0.173633	0.004270
-0.124023	0.004590
-0.074414	0.003830
-0.024805	0.003670
0.024805	0.004620
0.074414	0.003810
0.124023	0.004660
0.173633	0.004040
0.223242	0.004420
0.272852	0.006540
0.322461	0.005990
0.372070	0.007350
0.421680	0.010870
0.471289	0.011450
0.520898	0.014570
0.570508	0.022180
0.620117	0.026090
0.669727	0.034670
0.719336	0.055710
0.768945	0.066240
0.818555	0.080290
0.868164	0.090440
0.917773	0.039440
0.967383	0.005260
