-0.844800	0.000660
-0.801978	0.014270
-0.759155	0.053680
-0.716333	0.079600
-0.673511	0.076760
-0.630688	0.060550
-0.587866	0.044100
-0.545044	0.032740
-0.502222	0.022790
-0.459399	0.018230
-0.416577	0.013070
-0.373755	0.010880
-0.330933	0.008760
-0.288110	0.007260
-0.245288	0.006110
-0.202466	0.005530
-0.159644	0.004870
-0.116821	0.004610
-0.073999	0.003920
-0.031177	0.004340
0.011646	0.003840
0.054468	0.004040
0.097290	0.004110
0.140112	0.004660
0.182935	0.005100
0.225757	0.006240
0.268579	0.006940
0.311401	0.008740
0.354224	0.010630
0.397046	0.012560
0.439868	0.016740
0.482690	0.022600
0.525513	0.030780
0.568335	0.042980
0.611157	0.059000
0.653979	0.078520
0.696802	0.093030
0.739624	0.079570
0.782446	0.033390
0.825269	0.003790
