L        beta       energy       spec-heat    abs-magnet   suscept
079      0.2965      -0.347608        0.066285             0.030643         0.812176
079      0.4672      -0.809928        0.364446             0.837295         3.797817
079      0.5117      -0.887480        0.149100             0.924214         0.284675
079      0.5318      -0.910389        0.129288             0.943387         0.145482
079      0.5698      -0.939782        0.084347             0.963634         0.081586
079      0.4512      -0.765262        0.358117             0.774876         4.656108
079      0.4286      -0.643922        0.451052             0.280801        50.795957
079      0.3495      -0.440324        0.104307             0.037340         1.491343
079      0.3728      -0.486342        0.185338             0.052213         3.466146
079      0.4606      -0.789354        0.307924             0.809284         2.795080
079      0.4437      -0.728681        0.455642             0.663442        20.749914
079      0.4974      -0.867108        0.160911             0.905845         0.400903
079      0.3888      -0.523461        0.167631             0.055267         4.362308
079      0.4859      -0.850832        0.211987             0.890075         0.611284
079      0.4760      -0.832014        0.234653             0.870816         0.685267
079      0.4016      -0.559696        0.182270             0.075911         7.942451
079      0.4362      -0.687858        0.445908             0.491389        48.940518
079      0.4224      -0.625663        0.297465             0.216020        37.234883
079      0.4142      -0.593520        0.253872             0.114658        14.779434
079      0.4689      -0.812001        0.290665             0.845493         1.740940
079      0.3115      -0.370700        0.080318             0.032729         0.907685
079      0.5848      -0.947399        0.087005             0.969079         0.069655
079      0.5151      -0.892799        0.145237             0.928784         0.223048
079      0.4528      -0.767893        0.439562             0.782054         4.502270
079      0.5372      -0.913902        0.152345             0.945313         0.193458
079      0.4622      -0.802487        0.318021             0.836651         1.826201
079      0.4301      -0.655510        0.515120             0.352383        60.002287
079      0.3758      -0.494962        0.154430             0.045159         3.094928
079      0.5000      -0.873697        0.167517             0.911293         0.395665
079      0.3543      -0.447579        0.124590             0.043913         2.095300
079      0.4452      -0.729777        0.483052             0.663233        19.964172
079      0.4880      -0.852508        0.225049             0.891703         0.628968
079      0.3911      -0.531174        0.180061             0.070796         6.026607
079      0.4779      -0.835469        0.256579             0.873370         0.830453
079      0.4035      -0.565397        0.255624             0.095619        14.356709
079      0.4377      -0.705624        0.404983             0.634651        10.370419
079      0.4706      -0.819468        0.265113             0.855568         1.026528
079      0.4159      -0.595856        0.264620             0.098231        12.694473
079      0.4239      -0.623509        0.252462             0.119112        19.832660
079      0.3224      -0.387646        0.084577             0.031162         1.166546
079      0.5188      -0.898939        0.147586             0.933200         0.237647
079      1.0000      -0.998574        0.006505             0.999279         0.001649
079      0.5433      -0.921141        0.102976             0.950643         0.128562
079      0.4543      -0.771072        0.354099             0.784810         2.751376
079      0.4317      -0.657097        0.383389             0.222974        95.599347
079      0.5027      -0.877404        0.149460             0.914466         0.330642
079      0.3586      -0.455504        0.148597             0.046986         2.393169
079      0.3787      -0.500503        0.200852             0.048553         3.402841
079      0.4467      -0.746685        0.457955             0.729527         8.056696
079      0.3933      -0.534453        0.202918             0.083147        10.881517
079      0.4902      -0.855571        0.252050             0.895651         0.485895
079      0.4798      -0.837654        0.166184             0.877100         0.608420
079      0.4054      -0.565355        0.196080             0.100109        12.800513
079      0.4392      -0.712783        0.486127             0.648172        16.654545
079      0.3310      -0.403698        0.107002             0.033700         1.399193
079      0.3814      -0.507637        0.174854             0.059888         4.675737
079      0.3626      -0.467242        0.193458             0.049095         3.831862
079      0.3955      -0.541240        0.178165             0.062410         6.984612
079      0.4072      -0.572145        0.237887             0.107310        15.033975
080      0.4559      -0.775947        0.390369             0.787597         4.112418
080      0.4175      -0.600316        0.388098             0.129916        35.447244
080      0.4639      -0.801759        0.228010             0.830056         2.010991
080      0.0000       0.007188        0.000000             0.002812         0.000000
080      0.4724      -0.822600        0.245452             0.859613         0.891599
080      0.5504      -0.924400        0.135009             0.952953         0.168771
080      0.5228      -0.899587        0.149921             0.934422         0.201796
080      0.4925      -0.862891        0.211031             0.901106         0.607969
080      0.5055      -0.881447        0.160882             0.918956         0.263100
080      0.4090      -0.579953        0.193739             0.088397        12.941905
080      0.3840      -0.513387        0.173153             0.056353         4.154570
080      0.3976      -0.545734        0.238337             0.077997         7.678246
080      0.4482      -0.747781        0.326044             0.731875         5.257614
080      0.4818      -0.843863        0.256839             0.882931         0.652738
080      0.4407      -0.721997        0.397382             0.683341         7.317458
080      0.4332      -0.672891        0.391699             0.379781        80.666655
080      0.4255      -0.641209        0.335004             0.306825        53.843410
080      0.3662      -0.473772        0.136540             0.050316         2.799406
080      0.3381      -0.415644        0.083479             0.035172         1.681221
080      0.4574      -0.780681        0.361308             0.792650         5.775957
080      0.4192      -0.606197        0.308748             0.109422        16.069482
080      0.4655      -0.807616        0.274265             0.841903         1.214151
080      0.5271      -0.904963        0.123190             0.938775         0.171344
080      0.4107      -0.584172        0.270575             0.112869        19.596729
080      0.5590      -0.931613        0.100300             0.957997         0.100609
080      0.5085      -0.885100        0.173696             0.922412         0.302753
080      0.2719      -0.311722        0.039152             0.020556         0.487670
080      0.4497      -0.758403        0.491284             0.766641         7.166312
080      0.3996      -0.551622        0.201298             0.085575         9.842208
080      0.4422      -0.712587        0.343619             0.603541        15.922878
080      0.4742      -0.825447        0.156087             0.862419         0.764140
080      0.4347      -0.681113        0.659364             0.434109       128.264929
080      0.4838      -0.845666        0.235444             0.884700         0.739128
080      0.3696      -0.481812        0.171520             0.043291         3.536460
080      0.3865      -0.517975        0.135722             0.059013         4.030517
080      0.4271      -0.642641        0.318920             0.313866        47.348519
080      0.4949      -0.865653        0.213566             0.904806         0.541439
080      0.3442      -0.428062        0.096813             0.036200         1.650135
080      0.4590      -0.787487        0.427468             0.810209         3.301597
080      0.4672      -0.813816        0.322371             0.848759         1.609305
080      0.5318      -0.910816        0.146199             0.942934         0.203774
080      0.4208      -0.624656        0.323464             0.185322        48.342020
080      0.5698      -0.939475        0.086310             0.963587         0.082531
080      0.5117      -0.888500        0.175298             0.925006         0.357990
080      0.2965      -0.345516        0.066369             0.028119         0.809789
080      0.4437      -0.727462        0.567455             0.677350        22.165769
080      0.4125      -0.588769        0.252761             0.084750        11.902710
080      0.4859      -0.850634        0.225348             0.891209         0.580936
080      0.4512      -0.761797        0.349246             0.765500         5.153916
080      0.4016      -0.556403        0.233767             0.081475         7.895392
080      0.4760      -0.829219        0.283202             0.864213         1.422041
080      0.4974      -0.867747        0.151302             0.905672         0.383022
080      0.4362      -0.679506        0.481606             0.399628        90.693793
080      0.3728      -0.486591        0.168663             0.045753         2.551322
080      0.4286      -0.643222        0.333671             0.160262        36.826013
080      0.3888      -0.523066        0.166928             0.062097         4.678434
080      0.3495      -0.439909        0.117331             0.037291         1.781080
080      0.4606      -0.793594        0.291144             0.819322         2.003426
080      0.5848      -0.947006        0.114210             0.968463         0.091002
080      0.5372      -0.914056        0.138911             0.945666         0.157446
080      0.4689      -0.813244        0.258323             0.845225         1.488156
080      0.4880      -0.854884        0.154632             0.893175         0.441718
080      0.4224      -0.624709        0.225380             0.137875        26.570858
080      0.4528      -0.767247        0.268294             0.772681         7.588185
080      0.4452      -0.735013        0.449181             0.692950        14.541775
080      0.5151      -0.891947        0.129783             0.928378         0.225161
080      0.4142      -0.597197        0.288476             0.143406        22.047428
080      0.3115      -0.371925        0.077292             0.029603         0.992840
080      0.4035      -0.562356        0.212468             0.079600         9.644629
080      0.4779      -0.835219        0.187768             0.873938         0.567684
080      0.4377      -0.697131        0.356120             0.565897        27.290614
080      0.5000      -0.849369        0.916604             0.591397       389.173664
080      0.4301      -0.653550        0.295081             0.270578        60.930134
080      0.3758      -0.494169        0.160339             0.049556         3.265688
080      0.3911      -0.531616        0.166789             0.070053         7.890448
080      0.4622      -0.793822        0.309180             0.821594         1.858572
080      0.3543      -0.448288        0.123411             0.037247         2.032711
080      1.0000      -0.998619        0.005823             0.999287         0.001693
080      0.5433      -0.921234        0.125233             0.951000         0.154494
080      0.5188      -0.898000        0.152777             0.932975         0.252298
080      0.4706      -0.818997        0.386010             0.850950         1.950608
080      0.4239      -0.623222        0.313356             0.169844        41.650107
080      0.4467      -0.745153        0.366793             0.735072         5.980740
080      0.3224      -0.390603        0.118771             0.034059         1.189477
080      0.4159      -0.597650        0.285524             0.084878        10.540672
080      0.4543      -0.767919        0.428347             0.760700         9.897510
080      0.4902      -0.857522        0.198681             0.897475         0.550126
080      0.5027      -0.875525        0.209574             0.913197         0.409278
080      0.4054      -0.569619        0.183777             0.116891        15.124672
080      0.4798      -0.838587        0.179321             0.876453         0.666130
080      0.4317      -0.667297        0.456659             0.451731        46.013720
080      0.4392      -0.704803        0.397267             0.606469        20.641714
080      0.3787      -0.499091        0.143718             0.053916         4.369212
080      0.3933      -0.534837        0.158714             0.073500         6.778116
080      0.3586      -0.456763        0.117200             0.041737         2.487867
080      0.3310      -0.404469        0.120873             0.032522         0.999019
080      0.4072      -0.571909        0.253694             0.112753        14.746417
080      0.3814      -0.507481        0.210713             0.058184         4.664089
080      0.3955      -0.542144        0.165718             0.073897         6.786120
080      0.3626      -0.467241        0.131242             0.046866         2.431814
081      0.4559      -0.779052        0.306484             0.795382         3.183914
081      0.4175      -0.603826        0.243233             0.129398        19.071197
081      0.4482      -0.748520        0.451098             0.740424         6.506554
081      0.0000       0.010517        0.000000             0.011736         0.000000
081      0.5504      -0.917897        0.549155             0.874861       108.298869
081      0.5228      -0.870553        0.744824             0.474922       347.743403
081      0.5055      -0.881073        0.173293             0.918003         0.324792
081      0.4639      -0.804447        0.335693             0.834717         1.964996
081      0.4090      -0.578796        0.240016             0.105456        13.449683
081      0.3976      -0.546648        0.206877             0.077857         7.479434
081      0.3662      -0.472821        0.157301             0.040878         2.526322
081      0.4818      -0.841274        0.189695             0.881567         0.530081
081      0.4925      -0.859214        0.221151             0.897485         0.540384
081      0.4407      -0.709617        0.573948             0.602173        34.085832
081      0.4724      -0.820241        0.294006             0.853580         1.386011
081      0.3381      -0.416238        0.131899             0.033757         1.664907
081      0.4255      -0.631471        0.299042             0.201680        28.410875
081      0.4332      -0.667962        0.438096             0.404231        76.589467
081      0.3840      -0.515010        0.166839             0.061378         3.986389
081      0.4574      -0.785039        0.294777             0.809944         2.224915
081      0.4192      -0.611151        0.353403             0.095918        13.793117
081      0.4497      -0.755662        0.401116             0.750480         4.984582
081      0.2719      -0.310331        0.050240             0.021997         0.537400
081      0.5085      -0.884201        0.223888             0.921366         0.355683
081      0.5271      -0.862667        0.164556             0.220034        94.181679
081      0.5590      -0.932608        0.134974             0.959076         0.132682
081      0.4655      -0.806002        0.276816             0.840463         1.455623
081      0.4949      -0.865554        0.169600             0.904341         0.431763
081      0.3696      -0.480835        0.138625             0.048450         3.033269
081      0.4107      -0.581683        0.291327             0.067167         8.058577
081      0.4838      -0.846383        0.210478             0.886405         0.572221
081      0.4742      -0.825121        0.236536             0.864566         0.930191
081      0.3442      -0.427956        0.076377             0.038485         1.808151
081      0.3996      -0.551498        0.207985             0.077641         8.222158
081      0.4422      -0.719189        0.431174             0.646612        17.064275
081      0.4271      -0.641640        0.357502             0.254870        53.001126
081      0.3865      -0.517805        0.204623             0.051227         4.389217
081      0.4347      -0.675050        0.591603             0.407234        94.128674
081      0.4590      -0.787051        0.330956             0.808090         2.860029
081      0.4512      -0.761649        0.419986             0.769697         5.904653
081      0.4208      -0.619287        0.327860             0.160960        41.581617
081      0.5117      -0.886914        0.125943             0.923323         0.282519
081      0.4672      -0.809392        0.286654             0.841171         1.850587
081      0.4125      -0.590319        0.281058             0.126685        18.112060
081      0.5698      -0.939598        0.092257             0.963631         0.076198
081      0.5318      -0.909803        0.152865             0.942658         0.171949
081      0.2965      -0.346462        0.075924             0.030139         1.021392
081      0.4974      -0.870215        0.191947             0.908487         0.475499
081      0.3728      -0.489136        0.134567             0.050840         4.381038
081      0.4760      -0.832160        0.211372             0.870907         0.697611
081      0.3888      -0.526429        0.174295             0.062006         6.550723
081      0.4016      -0.559793        0.237063             0.074358         9.113800
081      0.3495      -0.436308        0.130086             0.037299         2.221761
081      0.4859      -0.851212        0.235171             0.890364         0.611148
081      0.4286      -0.643042        0.353123             0.152559        43.835308
081      0.4437      -0.729694        0.583202             0.688523        11.588613
081      0.4606      -0.792556        0.269343             0.819348         1.822575
081      0.4362      -0.671535        0.281325             0.197683        49.167031
081      0.4528      -0.764746        0.404522             0.761881        10.297758
081      0.4224      -0.621820        0.446243             0.200841        37.459576
081      0.5151      -0.892038        0.167283             0.928124         0.243508
081      0.4689      -0.814943        0.229662             0.849959         1.057526
081      0.5372      -0.913647        0.120852             0.944847         0.167355
081      0.3115      -0.370319        0.091912             0.027773         0.806679
081      0.5848      -0.947584        0.076250             0.969355         0.059955
081      0.4142      -0.592739        0.291977             0.108215        13.655154
081      0.4779      -0.833608        0.188069             0.870099         1.037824
081      0.5000      -0.872818        0.172493             0.911919         0.334043
081      0.4301      -0.651962        0.513305             0.315845        76.516839
081      0.4377      -0.698866        0.455312             0.605106        18.204841
081      0.3543      -0.447721        0.143943             0.037424         2.053737
081      0.4452      -0.735757        0.418197             0.707554         7.142438
081      0.4622      -0.801186        0.253294             0.833909         1.346870
081      0.4880      -0.852440        0.213201             0.891132         0.687197
081      0.3758      -0.493044        0.119207             0.046712         2.408825
081      0.4543      -0.772333        0.322236             0.782939         3.521820
081      0.4035      -0.563271        0.232268             0.080530        10.296166
081      0.5188      -0.894178        0.153034             0.930258         0.222765
081      0.3911      -0.528395        0.202782             0.053516         4.155663
081      0.4239      -0.624975        0.233982             0.117522        19.435084
081      0.4706      -0.822780        0.253743             0.858906         1.133501
081      0.5433      -0.921539        0.120406             0.951190         0.127927
081      0.3224      -0.387901        0.095347             0.032775         1.104513
081      1.0000      -0.967200        0.013413             0.103109        39.794517
081      0.4798      -0.837531        0.242028             0.876970         0.754636
081      0.4159      -0.599354        0.307358             0.119128        16.984483
081      0.4317      -0.660540        0.484163             0.368608        73.850504
081      0.4392      -0.701472        0.600829             0.582356        30.632714
081      0.5027      -0.876068        0.203549             0.914318         0.423039
081      0.4902      -0.857799        0.210179             0.897110         0.543297
081      0.3586      -0.458439        0.156373             0.045588         3.472567
081      0.4467      -0.746478        0.403392             0.733391         6.210145
081      0.3787      -0.500576        0.153504             0.052062         3.527691
081      0.4054      -0.567804        0.231137             0.078016        10.512571
081      0.3933      -0.534653        0.246143             0.065484         7.289812
081      0.3310      -0.405706        0.085887             0.029346         1.270899
081      0.3626      -0.466447        0.177901             0.047630         3.326328
081      0.3814      -0.505353        0.179223             0.053443         4.553999
081      0.4072      -0.572687        0.373530             0.095784        14.663767
081      0.3955      -0.542798        0.217890             0.065752         6.973819
082      0.4559      -0.778935        0.344273             0.802742         2.236723
082      0.4724      -0.823141        0.286178             0.859551         1.407404
082      0.4090      -0.575684        0.258324             0.075253         8.558100
082      0.4639      -0.803504        0.325911             0.832079         2.109309
082      0.4818      -0.843227        0.200678             0.882620         0.538343
082      0.5055      -0.879242        0.180891             0.917234         0.328754
082      0.4175      -0.608471        0.295799             0.139105        31.871220
082      0.4925      -0.860464        0.186090             0.900529         0.434848
082      0.4255      -0.633400        0.350145             0.175708        50.580162
082      0.4407      -0.719078        0.572471             0.667463        14.722769
082      0.4332      -0.671502        0.539191             0.417930        62.433617
082      0.4482      -0.752921        0.329836             0.746508         4.577108
082      0.5228      -0.900303        0.137756             0.935184         0.172677
082      0.4574      -0.783168        0.376978             0.798171         4.766758
082      0.0000      -0.001487        0.000000             0.013087         0.000000
082      0.3381      -0.417415        0.095732             0.035538         1.491174
082      0.4742      -0.827014        0.264781             0.864765         0.898364
082      0.4107      -0.582088        0.249655             0.089227        12.793205
082      0.3976      -0.546416        0.174261             0.089334        10.443244
082      0.5085      -0.860375        1.024598             0.658519       252.075614
082      0.4838      -0.846868        0.258663             0.883495         1.259394
082      0.4655      -0.804932        0.260036             0.830860         2.068692
082      0.5504      -0.925012        0.114266             0.953599         0.112144
082      0.4422      -0.721904        0.376433             0.668010        14.463959
082      0.4497      -0.756449        0.356777             0.751172         5.668403
082      0.4949      -0.863566        0.207801             0.901743         0.500411
082      0.4347      -0.685735        0.506759             0.546371        33.547977
082      0.4192      -0.610863        0.251692             0.115375        27.040427
082      0.4271      -0.635577        0.251619             0.087799        11.888916
082      0.4590      -0.790065        0.339368             0.814949         2.136879
082      0.3662      -0.474039        0.157853             0.045964         2.468084
082      0.4125      -0.588316        0.275806             0.081225         8.197001
082      0.3840      -0.513007        0.153237             0.060684         4.714119
082      0.4512      -0.750360        0.481475             0.695190        16.531202
082      0.4760      -0.831255        0.221882             0.869994         0.731976
082      0.4672      -0.810607        0.259427             0.841913         1.482015
082      0.4859      -0.851630        0.184287             0.889967         0.625033
082      0.5117      -0.891020        0.151518             0.928004         0.252940
082      0.4974      -0.871300        0.168654             0.910750         0.324770
082      0.4208      -0.614444        0.304596             0.151686        25.110341
082      0.4437      -0.728192        0.404733             0.667867        12.653020
082      0.4362      -0.676562        0.610047             0.278578       109.740564
082      0.4286      -0.648822        0.493444             0.344054        64.124759
082      0.5271      -0.905503        0.131915             0.939007         0.177670
082      0.3442      -0.430803        0.099987             0.034926         1.492709
082      0.4606      -0.793340        0.323256             0.820057         2.454897
082      0.2719      -0.309256        0.047013             0.023373         0.672065
082      0.4142      -0.590131        0.247519             0.092906        14.436442
082      0.4779      -0.835529        0.255174             0.872487         1.134926
082      0.5590      -0.930809        0.096511             0.957391         0.100304
082      0.4528      -0.766187        0.382416             0.767055         5.383035
082      0.4689      -0.813058        0.244495             0.849575         1.200303
082      0.3996      -0.552957        0.223339             0.075018         7.943476
082      0.4880      -0.853739        0.222600             0.893105         0.662220
082      0.4224      -0.621220        0.309477             0.210327        47.347842
082      0.5151      -0.892448        0.195466             0.927635         0.317175
082      0.5000      -0.847076        0.865052             0.517766       438.285866
082      0.4452      -0.733905        0.479872             0.694417        12.603027
082      0.4301      -0.650238        0.371121             0.241582        53.588358
082      0.4377      -0.697992        0.416391             0.587415        23.014505
082      0.4622      -0.795880        0.310087             0.822963         1.895886
082      0.4159      -0.603789        0.229560             0.125357        17.494647
082      0.4543      -0.774932        0.323282             0.789914         3.611976
082      0.4798      -0.838516        0.248623             0.880274         0.562397
082      0.4706      -0.820021        0.230380             0.857195         0.981875
082      0.5188      -0.897151        0.133207             0.932469         0.187473
082      0.5318      -0.909185        0.123453             0.941481         0.190904
082      0.4239      -0.632058        0.372617             0.278751        38.462329
082      0.4902      -0.857933        0.206205             0.898718         0.481403
082      0.3696      -0.480217        0.185709             0.043084         2.618464
082      0.3495      -0.439105        0.087172             0.034033         1.605850
082      0.2965      -0.346921        0.058589             0.025405         0.592286
082      0.5027      -0.878299        0.174395             0.915785         0.387586
082      0.3865      -0.519741        0.156881             0.063653         6.309549
082      0.4467      -0.739066        0.435469             0.697603        20.538047
082      0.4317      -0.652005        0.505651             0.192097        34.891691
082      0.4016      -0.556666        0.256943             0.085925        13.005201
082      0.5698      -0.938058        0.104546             0.962796         0.096546
082      0.4392      -0.709595        0.617179             0.620339        35.670470
082      0.5372      -0.916904        0.125492             0.947760         0.141990
082      0.3728      -0.487287        0.159611             0.046853         4.039071
082      0.3543      -0.449176        0.141539             0.037136         1.783810
082      0.3888      -0.522876        0.156866             0.071904         8.639377
082      0.3115      -0.371377        0.063194             0.027198         0.933182
082      0.5848      -0.946365        0.090397             0.968153         0.080871
082      0.4035      -0.564750        0.246751             0.098837        10.102137
082      0.5433      -0.919973        0.117308             0.950226         0.147704
082      0.3758      -0.492246        0.152950             0.052986         3.925201
082      0.3224      -0.390051        0.089274             0.030788         1.515369
082      0.3586      -0.457085        0.146077             0.044700         2.834674
082      0.3911      -0.530045        0.196770             0.067689         6.867927
082      1.0000      -0.998664        0.006760             0.999316         0.001869
082      0.4054      -0.567650        0.232855             0.096800        12.026263
082      0.3626      -0.462219        0.104321             0.040863         2.610391
082      0.3310      -0.405869        0.080337             0.037329         1.805311
082      0.3787      -0.501222        0.167517             0.054932         3.798718
082      0.3933      -0.533998        0.175225             0.068858         8.392904
082      0.4072      -0.572136        0.303360             0.107811        13.989876
082      0.3814      -0.505717        0.167693             0.060943         4.536067
082      0.3955      -0.540164        0.208426             0.061984         6.330676
083      0.4559      -0.778766        0.307325             0.795776         2.866000
083      0.4175      -0.603629        0.339357             0.135024        27.002965
083      0.4639      -0.802090        0.260870             0.833802         1.482061
083      0.4255      -0.635320        0.348346             0.215279        47.083602
083      0.4482      -0.752818        0.426046             0.752153         6.251307
083      0.4090      -0.577474        0.210556             0.101739        15.238718
083      0.4724      -0.821202        0.262725             0.860331         0.972447
083      0.5504      -0.884741        0.116222             0.075317        13.109371
083      0.0000      -0.001016        0.000000             0.001887         0.000000
083      0.5055      -0.873244        0.660759             0.836513        93.124036
083      0.5228      -0.901948        0.144814             0.936534         0.232606
083      0.3662      -0.474072        0.148924             0.050820         3.069686
083      0.4925      -0.860711        0.195532             0.900395         0.486395
083      0.3840      -0.514461        0.163315             0.060999         5.128111
083      0.4818      -0.840476        0.208661             0.879826         0.692176
083      0.4407      -0.710727        0.407619             0.610022        19.960764
083      0.4332      -0.670344        0.514145             0.388033        43.916704
083      0.3976      -0.547435        0.255425             0.070591         8.507319
083      0.3381      -0.416801        0.100077             0.037053         1.591675
083      0.4574      -0.782305        0.332888             0.801867         2.484273
083      0.4655      -0.806169        0.256624             0.839167         1.384046
083      0.4107      -0.583234        0.249968             0.101193        17.352991
083      0.4192      -0.609447        0.232243             0.157213        29.229122
083      0.4742      -0.826204        0.227222             0.862790         0.908877
083      0.4271      -0.635547        0.234831             0.195668        40.014163
083      0.2719      -0.308097        0.070633             0.022169         0.469131
083      0.4497      -0.757509        0.382569             0.756775         4.354031
083      0.5085      -0.874086        0.742329             0.796333       182.140544
083      0.5271      -0.906007        0.138788             0.939878         0.172464
083      0.5590      -0.932701        0.093550             0.958824         0.079757
083      0.3696      -0.479115        0.140985             0.047307         3.189703
083      0.3865      -0.515520        0.205125             0.055486         4.651171
083      0.4422      -0.727914        0.362520             0.700656         7.098721
083      0.3996      -0.550646        0.167636             0.106576        12.182986
083      0.4949      -0.864895        0.134889             0.904584         0.317726
083      0.4347      -0.674107        0.461555             0.315596       152.376347
083      0.3442      -0.426822        0.096647             0.038096         1.707054
083      0.4838      -0.847194        0.198251             0.887856         0.582215
083      0.4590      -0.789888        0.222524             0.818215         1.838467
083      0.4672      -0.811293        0.278665             0.843684         1.235819
083      0.5117      -0.886779        0.167031             0.923742         0.265686
083      0.4125      -0.588773        0.258754             0.111903        20.220515
083      0.4512      -0.759959        0.288926             0.756287         4.866066
083      0.5318      -0.911113        0.144983             0.943237         0.194292
083      0.4208      -0.615544        0.253054             0.110989        20.072718
083      0.4760      -0.828596        0.276274             0.864726         1.213234
083      0.2965      -0.345928        0.082308             0.031102         1.032562
083      0.4286      -0.645104        0.406906             0.236908        40.021888
083      0.5698      -0.939715        0.108178             0.963707         0.094713
083      0.4974      -0.868013        0.172046             0.905716         0.443465
083      0.3728      -0.488701        0.150861             0.051981         3.314884
083      0.3495      -0.440345        0.119380             0.038900         2.104296
083      0.4437      -0.728477        0.549556             0.664790        26.435105
083      0.4606      -0.793671        0.312488             0.822404         2.621742
083      0.3888      -0.524982        0.184339             0.066605         5.846767
083      0.4016      -0.557158        0.232659             0.070861         6.797613
083      0.4362      -0.677979        0.396105             0.369546       112.196920
083      0.4859      -0.851334        0.216913             0.891363         0.598269
083      0.4142      -0.592037        0.216577             0.129752        14.779941
083      0.4528      -0.766236        0.290959             0.773732         3.102850
083      0.3115      -0.369348        0.074619             0.027722         1.041751
083      0.4779      -0.803490        0.756540             0.396211       343.175986
083      0.5848      -0.946381        0.068516             0.968216         0.056579
083      0.4224      -0.620377        0.319609             0.142093        33.488296
083      0.5151      -0.890748        0.144485             0.926788         0.261650
083      0.5372      -0.870887        0.134727             0.282105        36.929527
083      0.4301      -0.664520        0.580236             0.407987        87.583971
083      0.4689      -0.813276        0.210486             0.847545         1.223622
083      0.5000      -0.872173        0.172068             0.910100         0.355155
083      0.4452      -0.734542        0.435834             0.697384         9.789431
083      0.3543      -0.447606        0.100157             0.035065         1.542817
083      0.4622      -0.796281        0.329685             0.825664         1.811714
083      0.4880      -0.853453        0.199215             0.893163         0.533346
083      0.4035      -0.562497        0.199364             0.071958        10.042065
083      0.4377      -0.706201        0.435658             0.646332        10.378933
083      0.4543      -0.771709        0.399009             0.778490         7.273011
083      0.3758      -0.495239        0.167194             0.053450         3.963782
083      0.4159      -0.600807        0.228038             0.097106        15.707572
083      0.3224      -0.388547        0.072213             0.029801         1.060942
083      0.3911      -0.529781        0.259220             0.054330         4.437518
083      1.0000      -0.969090        0.007079             0.645078        29.305468
083      0.5188      -0.896664        0.144426             0.932159         0.185666
083      0.4239      -0.629749        0.355702             0.206169        58.381690
083      0.4706      -0.817799        0.264339             0.854600         1.435429
083      0.4798      -0.838833        0.191433             0.875268         1.011554
083      0.5433      -0.921251        0.117375             0.950907         0.132079
083      0.4317      -0.661193        0.481727             0.350425        52.880308
083      0.4467      -0.743757        0.382643             0.727194         7.507866
083      0.5027      -0.875218        0.154668             0.912844         0.372681
083      0.3586      -0.458699        0.162443             0.041780         2.751758
083      0.4902      -0.858450        0.174965             0.897483         0.442758
083      0.4054      -0.570019        0.179825             0.080705         9.499980
083      0.4392      -0.709444        0.498161             0.624538        20.418618
083      0.3787      -0.501605        0.208651             0.052960         5.292162
083      0.3310      -0.402764        0.085179             0.031055         1.442928
083      0.3933      -0.536949        0.213133             0.063739         5.784313
083      0.3626      -0.465772        0.155808             0.040546         2.453573
083      0.4072      -0.571961        0.331265             0.096560        15.972899
083      0.3814      -0.503196        0.193837             0.048765         3.788440
083      0.3955      -0.542053        0.218173             0.087839        11.969843
084      0.4818      -0.842704        0.169205             0.880516         0.647569
084      0.4255      -0.629972        0.369475             0.177738        42.183498
084      0.4090      -0.582041        0.213738             0.138365        29.521628
084      0.4175      -0.603379        0.265646             0.114473        19.939005
084      0.0000       0.010488        0.000000             0.015306         0.000000
084      0.5055      -0.880607        0.177721             0.918537         0.463757
084      0.4925      -0.863163        0.184891             0.902715         0.444094
084      0.4639      -0.803707        0.253786             0.836114         1.239544
084      0.5504      -0.924938        0.101498             0.953503         0.099555
084      0.4559      -0.781372        0.324048             0.801412         2.644922
084      0.3381      -0.418512        0.113835             0.034048         1.465080
084      0.4482      -0.752469        0.442707             0.751125         5.530067
084      0.4332      -0.660933        0.412785             0.189940        66.476464
084      0.4724      -0.819632        0.298660             0.854277         1.547006
084      0.5228      -0.900363        0.108156             0.935808         0.149073
084      0.3976      -0.547319        0.209411             0.066522         5.993676
084      0.3840      -0.513413        0.167585             0.055020         3.746347
084      0.4407      -0.705626        0.695851             0.515176       116.870701
084      0.3662      -0.473177        0.158760             0.042744         2.412943
084      0.4574      -0.781516        0.273032             0.800901         1.935574
084      0.4107      -0.581811        0.251825             0.095496        14.875115
084      0.4271      -0.635530        0.306201             0.157029        31.642343
084      0.2719      -0.311950        0.062276             0.024192         0.516828
084      0.4742      -0.827520        0.260909             0.862265         1.318964
084      0.4655      -0.803702        0.279418             0.836763         1.156797
084      0.5590      -0.891423        0.097770             0.329793        19.892349
084      0.4192      -0.612730        0.233244             0.177582        29.779356
084      0.5271      -0.906074        0.145247             0.939365         0.191782
084      0.5085      -0.884249        0.124790             0.921857         0.216166
084      0.4838      -0.847438        0.234301             0.886057         1.029116
084      0.4497      -0.756046        0.397360             0.762095         4.802008
084      0.3442      -0.426933        0.114006             0.040023         1.791259
084      0.4347      -0.675176        0.391054             0.385074        66.517895
084      0.4949      -0.866735        0.209379             0.904683         0.669557
084      0.3696      -0.480740        0.152327             0.049991         3.021946
084      0.3996      -0.555204        0.252532             0.084855        11.024027
084      0.4422      -0.721465        0.428839             0.642554        22.015485
084      0.3865      -0.519456        0.214666             0.063773         5.121329
084      0.4590      -0.786355        0.313414             0.810374         2.222427
084      0.4125      -0.591667        0.245856             0.075482         8.904828
