L        beta       energy       spec-heat    abs-magnet   suscept
033      0.4574      -0.779688        0.355055             0.797961         3.346101
033      0.2719      -0.307769        0.058511             0.049715         0.394264
033      0.4422      -0.721708        0.443774             0.695354         8.046609
033      0.5271      -0.904959        0.127734             0.938384         0.174880
033      0.3911      -0.530064        0.208110             0.140826         5.143430
033      0.4271      -0.635556        0.316707             0.343067        19.125645
033      0.3626      -0.465969        0.151222             0.125620         2.664873
033      0.4949      -0.865087        0.213567             0.905381         0.395943
033      0.4742      -0.834105        0.205610             0.874472         0.795159
033      0.4125      -0.588007        0.276290             0.249587        12.339968
033      0.4590      -0.785638        0.340975             0.804646         2.571083
033      0.4437      -0.733958        0.301087             0.738751         2.292834
033      0.2965      -0.343783        0.091050             0.066410         0.996404
033      0.3662      -0.469936        0.107133             0.109624         2.755139
033      0.3933      -0.529936        0.214354             0.157521         4.427444
033      0.5318      -0.908209        0.134543             0.940845         0.172791
033      0.4286      -0.657759        0.366013             0.516180        14.459701
033      0.4974      -0.861359        0.201172             0.899853         0.614980
033      0.4142      -0.596951        0.356108             0.303728        16.551496
033      0.4760      -0.828632        0.255288             0.867273         0.969568
033      0.4606      -0.800973        0.345579             0.832342         1.551922
033      0.3696      -0.488301        0.133550             0.123159         2.850172
033      0.3115      -0.370119        0.083669             0.071350         0.838837
033      0.4452      -0.716731        0.487796             0.620018        23.114839
033      0.5000      -0.874160        0.232316             0.912103         0.443493
033      0.4301      -0.673792        0.525591             0.535115        19.376826
033      0.3955      -0.543214        0.168618             0.176290         5.592500
033      0.4159      -0.602938        0.322024             0.271901        12.726056
033      0.5372      -0.913425        0.138590             0.943453         0.240858
033      0.3728      -0.489311        0.129094             0.123379         3.272966
033      0.4622      -0.798788        0.350727             0.829715         1.585958
033      0.4779      -0.825528        0.211907             0.864114         1.088627
033      0.3224      -0.392727        0.095718             0.078494         1.156165
033      0.4317      -0.678898        0.523137             0.548613        16.414998
033      0.4175      -0.606336        0.336330             0.299559        16.125927
033      0.5027      -0.875556        0.198345             0.913829         0.401943
033      0.4467      -0.747750        0.434499             0.751846         3.854787
033      0.4639      -0.805748        0.251711             0.838880         1.070479
033      0.4798      -0.842553        0.277093             0.879927         0.857380
033      0.3310      -0.404848        0.148061             0.063489         0.919052
033      0.5433      -0.919743        0.152275             0.949770         0.152282
033      0.3758      -0.493076        0.160584             0.128889         2.747525
033      0.3976      -0.550174        0.230707             0.171148         7.057308
033      0.4192      -0.613425        0.368211             0.328246        16.209095
033      0.4332      -0.669219        0.419968             0.469917        22.048383
033      0.5055      -0.880643        0.190346             0.917190         0.494452
033      0.4655      -0.803214        0.322614             0.821726         3.070763
033      0.4482      -0.749146        0.407460             0.742938         4.851221
033      0.5504      -0.925491        0.091384             0.954564         0.094247
033      0.3787      -0.499559        0.126692             0.126593         3.751084
033      0.4818      -0.841488        0.239821             0.881800         0.743053
033      0.3381      -0.419155        0.133415             0.096566         1.932890
033      0.4208      -0.630597        0.393565             0.440073        15.787736
033      0.4347      -0.698494        0.509972             0.614215        18.417189
033      0.3996      -0.557539        0.177293             0.180661         9.896327
033      0.5085      -0.883012        0.168842             0.920496         0.244876
033      0.4497      -0.750762        0.439502             0.751148         4.821673
033      0.4672      -0.805271        0.290531             0.832470         1.874328
033      0.3814      -0.510762        0.166305             0.134013         3.728813
033      0.5590      -0.935519        0.135817             0.960900         0.142822
033      0.3442      -0.431001        0.115479             0.090542         1.644737
033      0.4838      -0.844536        0.254476             0.885859         0.566915
033      0.5117      -0.890376        0.225710             0.927511         0.330148
033      0.4224      -0.630303        0.341296             0.406465        18.785289
033      0.4362      -0.694949        0.448627             0.582296        17.906138
033      0.4016      -0.557319        0.210838             0.153499         6.699980
033      0.4512      -0.752801        0.406731             0.741671         4.564229
033      0.3840      -0.519376        0.194799             0.163893         5.613165
033      0.3495      -0.437245        0.119174             0.082424         1.741267
033      0.4859      -0.852691        0.225571             0.893021         0.492915
033      0.5698      -0.941230        0.088697             0.965436         0.072915
033      0.4689      -0.811754        0.242864             0.841230         1.337339
033      0.5151      -0.892691        0.175471             0.930174         0.228202
033      0.4377      -0.685638        0.512470             0.497300        32.072755
033      0.4239      -0.642149        0.376889             0.449495        17.238198
033      0.4035      -0.560900        0.252809             0.212250         8.427348
033      0.3865      -0.512837        0.179135             0.147750         5.152698
033      0.4528      -0.772782        0.342749             0.789183         2.727618
033      0.4880      -0.848044        0.233650             0.883306         0.853713
033      0.5848      -0.948264        0.100761             0.968705         0.078545
033      0.5188      -0.895225        0.172183             0.930083         0.287809
033      0.3543      -0.453370        0.125026             0.108081         1.778582
033      0.4392      -0.702020        0.442549             0.626979        12.755857
033      0.4054      -0.570983        0.237167             0.196529        11.015361
033      0.4706      -0.796676        0.632910             0.758090        26.795877
033      0.4543      -0.782681        0.391415             0.808466         1.990197
033      0.4902      -0.853407        0.230973             0.894123         0.540951
033      1.0000      -0.924683        0.018810             0.180606        19.627290
033      0.4072      -0.572489        0.281760             0.265675        11.927144
034      0.3586      -0.460675        0.109806             0.100986         2.361406
034      0.4559      -0.773581        0.324633             0.780398         2.542477
034      0.5228      -0.900519        0.159686             0.934464         0.285366
034      0.4407      -0.715017        0.462533             0.658564        10.110193
034      0.4090      -0.584429        0.313128             0.280709        12.977675
034      0.4925      -0.860329        0.235947             0.899550         0.535305
034      0.4255      -0.644360        0.394313             0.409429        25.924736
034      0.3888      -0.523651        0.171887             0.153166         4.972575
034      0.0000      -0.024221        0.000000             0.034602         0.000000
034      0.4724      -0.821471        0.253510             0.857820         0.938814
034      0.3911      -0.533062        0.148444             0.167336         6.203229
034      0.4574      -0.780000        0.336726             0.796713         2.489537
034      0.4742      -0.829429        0.269581             0.865623         0.946918
034      0.4422      -0.721142        0.560186             0.654913        18.872743
034      0.4271      -0.652353        0.553191             0.414533        25.294021
034      0.5271      -0.906920        0.142637             0.939602         0.197304
034      0.3626      -0.460381        0.129508             0.098253         2.488390
034      0.4949      -0.864585        0.206042             0.902301         0.597694
034      0.4107      -0.581972        0.284591             0.236038        10.943435
034      0.2719      -0.307889        0.064181             0.053391         0.631280
034      0.4590      -0.785484        0.406757             0.812820         2.103711
034      0.4286      -0.652630        0.505385             0.458945        18.828012
034      0.4760      -0.824014        0.261803             0.864325         0.747207
034      0.4437      -0.728235        0.446036             0.688564         7.861464
034      0.3662      -0.479619        0.132482             0.129239         3.720961
034      0.4125      -0.593979        0.236952             0.291488        15.378999
034      0.4974      -0.868875        0.227382             0.905882         0.575148
034      0.3933      -0.539671        0.202891             0.148979         6.007692
034      0.4606      -0.792924        0.400014             0.819221         2.173967
034      0.2965      -0.347958        0.071681             0.067682         0.942926
034      0.5318      -0.911696        0.084587             0.943841         0.121736
034      0.4301      -0.685865        0.467573             0.583460        16.394078
034      0.3696      -0.483685        0.195807             0.126436         3.869753
034      0.4779      -0.836834        0.259601             0.875225         0.710901
034      0.3115      -0.363858        0.080219             0.066384         0.859322
034      0.4142      -0.594343        0.238910             0.284723        13.590413
034      0.5372      -0.917820        0.100227             0.948875         0.105234
034      0.4622      -0.798339        0.268571             0.833789         1.010873
034      0.3955      -0.537474        0.188674             0.181540         6.442457
034      0.4452      -0.737007        0.395344             0.724810         5.553931
034      0.5000      -0.873339        0.198963             0.911782         0.392188
034      0.4317      -0.661886        0.507060             0.454152        24.080030
034      0.3728      -0.491661        0.150123             0.107353         2.629638
034      0.4159      -0.602370        0.274467             0.337405        14.881316
034      0.4798      -0.841211        0.217110             0.882093         0.536765
034      0.4639      -0.802682        0.281995             0.835640         1.175395
034      0.3224      -0.389048        0.095390             0.077145         1.304853
034      0.5433      -0.917128        0.165795             0.947958         0.184673
034      0.3976      -0.545865        0.182158             0.166436         5.414992
034      0.5027      -0.875208        0.150506             0.911817         0.360788
034      0.3758      -0.493426        0.166237             0.110761         3.270667
034      0.4467      -0.745882        0.386734             0.722197         7.289113
034      0.4332      -0.700623        0.440277             0.634273        12.243952
034      0.4175      -0.603131        0.362406             0.265675        15.829285
034      0.3310      -0.403426        0.111580             0.077145         1.219812
034      0.4818      -0.844343        0.203818             0.883858         0.712688
034      0.4655      -0.802249        0.295889             0.827128         1.798205
034      0.5504      -0.925104        0.115820             0.953737         0.108484
034      0.3787      -0.499827        0.172650             0.133131         4.083262
034      0.5055      -0.885260        0.169799             0.923339         0.229651
034      0.3996      -0.553564        0.278914             0.194014         8.582437
034      0.4347      -0.698824        0.422702             0.609187        16.853131
034      0.4482      -0.747474        0.270760             0.719187         9.651785
034      0.4672      -0.801834        0.282342             0.827993         1.528391
034      0.3381      -0.421713        0.105608             0.092145         1.745802
034      0.4192      -0.605813        0.263495             0.251401        14.074064
034      0.4838      -0.851401        0.185462             0.892266         0.441915
034      0.5590      -0.931263        0.130412             0.957734         0.127782
034      0.3814      -0.507024        0.198387             0.132353         4.611137
034      0.4016      -0.553599        0.210950             0.201073        10.925844
034      0.5085      -0.889983        0.232552             0.925311         0.383853
034      0.4497      -0.751834        0.394802             0.724360         8.679938
034      0.4859      -0.846851        0.192119             0.886176         0.466619
034      0.4689      -0.815329        0.275127             0.854360         1.021442
034      0.4362      -0.686920        0.517619             0.551246        28.241855
034      0.3840      -0.512457        0.185205             0.144170         3.853230
034      0.4208      -0.633114        0.436333             0.415277        21.786280
034      0.3442      -0.429706        0.133713             0.087076         1.438644
034      0.5698      -0.938183        0.097604             0.962820         0.089686
034      0.4512      -0.761990        0.422829             0.763460         4.196986
034      0.4035      -0.559965        0.209253             0.193806         8.316079
034      0.5117      -0.887630        0.184139             0.925986         0.261939
034      0.4880      -0.850450        0.163530             0.891263         0.472330
034      0.4706      -0.822907        0.297833             0.856246         1.592340
034      0.3865      -0.520104        0.227146             0.147059         4.962970
034      0.5848      -0.948651        0.104026             0.969689         0.081702
034      0.4224      -0.633633        0.380071             0.430606        18.801917
034      0.3495      -0.440606        0.125921             0.114100         2.858706
034      0.4377      -0.696125        0.604879             0.621522        15.355100
034      0.4054      -0.570035        0.247122             0.234481        10.446943
034      0.5151      -0.886522        0.180398             0.924913         0.258908
034      0.4528      -0.766419        0.362741             0.767059         5.952489
034      1.0000      -0.998547        0.005363             0.999273         0.001341
034      0.4902      -0.853478        0.204387             0.893374         0.589079
034      0.3543      -0.443478        0.143706             0.104308         2.734519
034      0.4239      -0.628235        0.534882             0.353754        25.030668
034      0.4392      -0.691713        0.517383             0.525934        29.236647
034      0.4543      -0.752388        0.501482             0.696003        21.829353
034      0.4072      -0.567042        0.243557             0.189429        10.523926
034      0.5188      -0.900709        0.183492             0.934602         0.253530
035      0.4925      -0.860457        0.213625             0.898955         0.505610
035      0.4724      -0.825943        0.310878             0.865616         0.898159
035      0.0000      -0.017143        0.000000             0.053061         0.000000
035      0.5228      -0.902759        0.132950             0.937143         0.205781
035      0.4407      -0.726302        0.396029             0.699673         8.986845
035      0.4090      -0.575298        0.270682             0.230286        11.137177
035      0.3888      -0.527429        0.183353             0.131445         3.678689
035      0.4255      -0.621616        0.282653             0.257127        13.317635
035      0.3586      -0.459069        0.148518             0.093992         1.950868
035      0.4559      -0.772327        0.382836             0.786367         2.559641
035      0.4949      -0.864392        0.220627             0.900490         0.650247
035      0.4742      -0.827167        0.148401             0.861143         1.165541
035      0.2719      -0.311086        0.045002             0.051184         0.447157
035      0.3911      -0.530057        0.192397             0.151673         4.776535
035      0.5271      -0.904686        0.129028             0.938563         0.166183
035      0.4422      -0.716212        0.756438             0.579657        36.373070
035      0.3626      -0.469959        0.173352             0.098220         2.576571
035      0.4107      -0.584033        0.231298             0.264506        13.819846
035      0.4760      -0.825355        0.299124             0.855298         2.185982
035      0.4574      -0.788131        0.330860             0.814449         1.904957
035      0.4974      -0.869029        0.231992             0.908359         0.484272
035      0.4271      -0.641224        0.446927             0.373780        22.797709
035      0.3662      -0.472408        0.144935             0.117192         2.784747
035      0.4437      -0.718857        0.543605             0.594498        29.306741
035      0.2965      -0.349029        0.069574             0.056800         0.663821
035      0.5318      -0.911004        0.129299             0.942971         0.160482
035      0.3933      -0.537045        0.171643             0.171363         7.397229
035      0.5000      -0.872996        0.157481             0.911314         0.353619
035      0.4590      -0.789600        0.290758             0.809176         3.310685
035      0.4125      -0.593078        0.314485             0.240555        13.508939
035      0.4779      -0.840180        0.331549             0.880180         0.885184
035      0.4286      -0.659624        0.496852             0.462057        21.404691
035      0.3696      -0.481976        0.103774             0.113731         2.755234
035      0.4452      -0.722563        0.469307             0.621241        18.746963
035      0.5027      -0.874302        0.193633             0.912457         0.462803
035      0.3115      -0.375151        0.079480             0.059249         0.855280
035      0.4606      -0.795053        0.400921             0.825176         2.057871
035      0.3955      -0.544604        0.212973             0.190596         8.321849
035      0.5372      -0.912849        0.116955             0.945012         0.128807
035      0.4142      -0.588392        0.350845             0.250678        14.825325
035      0.4798      -0.840441        0.243277             0.878596         0.674447
035      0.4301      -0.648784        0.487872             0.390531        23.880086
035      0.3728      -0.488751        0.148807             0.106024         2.906364
035      0.4467      -0.733910        0.365618             0.688931         9.169921
035      0.4622      -0.790857        0.326111             0.817404         1.793322
035      0.5055      -0.878596        0.217075             0.916914         0.361151
035      0.3976      -0.542694        0.225762             0.143837         6.063295
035      0.4818      -0.847478        0.222651             0.887624         0.605595
035      0.5433      -0.920261        0.093901             0.950776         0.118101
035      0.3224      -0.387167        0.068857             0.073273         0.855365
035      0.4159      -0.603869        0.295350             0.303053        18.876197
035      0.3758      -0.491363        0.183444             0.124441         3.752580
035      0.4317      -0.664506        0.362827             0.485551        18.738255
035      0.4482      -0.759151        0.438370             0.770318         3.906772
035      0.5085      -0.883445        0.152048             0.918041         0.306644
035      0.3996      -0.551037        0.200919             0.178743         7.291662
035      0.4838      -0.849927        0.176541             0.888865         0.397185
035      0.5504      -0.922188        0.192067             0.951690         0.208917
035      0.4639      -0.806318        0.374891             0.828147         2.498280
035      0.3310      -0.404931        0.128579             0.079592         1.432603
035      0.4175      -0.611396        0.254299             0.275429        18.572327
035      0.3787      -0.505682        0.139421             0.121861         4.318524
035      0.4332      -0.675820        0.351191             0.523020        20.515235
035      0.4497      -0.729290        0.616696             0.610824        26.038356
035      0.4016      -0.553257        0.249206             0.178155         8.499383
035      0.5117      -0.889257        0.171948             0.924931         0.271537
035      0.5590      -0.933094        0.115381             0.958792         0.116929
035      0.4192      -0.618710        0.396846             0.359037        18.370032
035      0.3381      -0.416865        0.112678             0.066204         1.320491
035      0.4859      -0.853257        0.231192             0.891069         0.708314
035      0.4655      -0.800849        0.346028             0.830661         1.511273
035      0.4347      -0.686710        0.429620             0.620049         8.401143
035      0.4512      -0.754498        0.477538             0.752310         5.003653
035      0.3814      -0.507396        0.172505             0.141208         5.327668
035      0.5151      -0.890988        0.163983             0.927461         0.241241
035      0.4035      -0.563135        0.283827             0.221192        10.415670
035      0.4208      -0.620947        0.249770             0.316082        16.772878
035      0.3442      -0.431298        0.100538             0.087837         1.512984
035      0.4880      -0.850727        0.309308             0.888931         0.719047
035      0.5698      -0.938547        0.122260             0.962792         0.109249
035      0.5188      -0.899396        0.172551             0.932767         0.298707
035      0.3840      -0.519249        0.198081             0.131347         5.863588
035      0.4362      -0.694090        0.473085             0.614547        15.545538
035      0.4528      -0.756914        0.461004             0.740441         9.348722
035      0.4672      -0.810906        0.295148             0.846057         1.076554
035      0.4054      -0.569486        0.222073             0.204278         8.851108
035      0.4902      -0.860914        0.241514             0.898612         0.568020
035      0.4224      -0.638204        0.317639             0.468196        11.291505
035      0.3495      -0.441649        0.140374             0.094890         1.802358
035      0.5848      -0.946220        0.094239             0.968343         0.065195
035      0.4543      -0.764555        0.411287             0.771445         3.765169
035      0.4689      -0.816327        0.257497             0.852457         0.937006
035      0.3865      -0.520800        0.167551             0.140947         4.561898
035      0.4377      -0.711184        0.399636             0.672065         5.422629
035      0.4072      -0.566694        0.279587             0.192849        12.093847
035      0.4239      -0.627118        0.420832             0.292343        20.589565
035      1.0000      -0.998890        0.006918             0.999429         0.002004
035      0.3543      -0.442759        0.109309             0.083706         1.840116
035      0.4706      -0.816702        0.317194             0.854335         1.213168
035      0.4392      -0.712963        0.457207             0.640082        12.959245
036      0.3586      -0.454213        0.137777             0.096420         2.211654
036      0.4559      -0.773765        0.388459             0.784552         4.366770
036      0.4090      -0.574985        0.291057             0.211867        11.338273
036      0.4925      -0.862469        0.263163             0.901636         0.541627
036      0.5228      -0.902253        0.163286             0.934660         0.262067
036      0.4255      -0.636790        0.536699             0.382870        32.311734
036      0.0000      -0.007716        0.000000             0.007716         0.000000
036      0.4407      -0.694043        0.485217             0.480370        33.431692
036      0.3888      -0.527793        0.257252             0.165664         7.609107
036      0.4724      -0.823025        0.258157             0.859460         0.946406
036      0.3626      -0.469228        0.193393             0.108781         3.192689
036      0.4107      -0.582145        0.244066             0.225648        13.341620
036      0.5271      -0.905093        0.183706             0.936960         0.255399
036      0.4949      -0.862716        0.238369             0.902654         0.485088
036      0.4574      -0.778534        0.304445             0.793735         2.635755
036      0.4271      -0.656420        0.491666             0.446312        26.791169
036      0.2719      -0.309722        0.050474             0.051991         0.618657
036      0.4422      -0.735463        0.374890             0.727870         3.848148
036      0.3911      -0.529460        0.168916             0.148457         5.952183
036      0.4742      -0.830139        0.219529             0.866914         1.066526
036      0.4125      -0.585031        0.275279             0.178441        10.085388
036      0.3662      -0.465031        0.148000             0.104784         2.590819
036      0.4590      -0.788056        0.371786             0.812423         2.319400
036      0.4974      -0.869028        0.192490             0.908441         0.344650
036      0.4286      -0.674244        0.394728             0.574074         8.531420
036      0.5318      -0.910849        0.152011             0.942485         0.207323
036      0.4437      -0.739491        0.450006             0.733889         7.794605
036      0.3933      -0.540262        0.153333             0.152083         5.568004
036      0.2965      -0.340880        0.061381             0.055756         0.698684
036      0.4760      -0.834938        0.246532             0.869769         1.060941
036      0.4142      -0.596389        0.315243             0.240895        14.691273
036      0.4606      -0.782639        0.422874             0.784336         6.607790
036      0.3696      -0.477577        0.179666             0.095432         2.862569
036      0.5000      -0.870062        0.178790             0.908194         0.438201
036      0.3955      -0.550463        0.248735             0.193565         9.686487
036      0.4301      -0.652299        0.253230             0.408009        23.101304
036      0.4452      -0.743272        0.341862             0.731142         4.664169
036      0.4622      -0.794907        0.306913             0.825324         1.246981
036      0.5372      -0.914043        0.148113             0.945571         0.164825
036      0.4159      -0.595201        0.199275             0.236235        12.964879
036      0.3728      -0.490031        0.157776             0.126698         3.548032
036      0.4779      -0.836620        0.232283             0.878071         0.684650
036      0.3115      -0.372130        0.074036             0.065756         1.022783
036      0.4317      -0.661188        0.357041             0.413472        22.458435
036      0.5027      -0.875340        0.195615             0.913642         0.463813
036      0.3976      -0.550926        0.240333             0.178688         7.647530
036      0.4639      -0.798117        0.278028             0.831636         1.355213
036      0.4467      -0.759460        0.396567             0.772238         3.193047
036      0.4798      -0.839306        0.217214             0.880586         0.690938
036      0.3758      -0.488920        0.132332             0.123241         3.503010
036      0.4175      -0.603133        0.360846             0.251836        18.027566
036      0.5433      -0.918519        0.134551             0.948302         0.167969
036      0.3224      -0.388333        0.131183             0.064969         1.070631
036      0.3996      -0.559151        0.233096             0.184645         9.948444
036      0.4655      -0.809290        0.280635             0.842361         1.156812
036      0.4482      -0.755787        0.389816             0.750478         5.491590
036      0.5055      -0.878318        0.159830             0.916744         0.288552
036      0.4332      -0.668380        0.556748             0.466497        30.235143
036      0.4818      -0.837269        0.218300             0.873642         0.964509
036      0.3787      -0.501775        0.156654             0.127485         4.406249
036      0.5504      -0.926497        0.140866             0.954769         0.144401
036      0.4192      -0.614228        0.346049             0.298349        23.413944
036      0.3310      -0.399938        0.098279             0.067593         1.343381
036      0.4497      -0.758951        0.283576             0.761435         3.882927
036      0.4016      -0.556111        0.167336             0.181898        10.120126
036      0.5085      -0.883549        0.152031             0.921404         0.260618
036      0.4672      -0.810370        0.357093             0.842793         1.719560
036      0.4347      -0.680895        0.485641             0.481065        37.868146
036      0.3814      -0.508472        0.156410             0.135741         4.710435
036      0.4838      -0.847469        0.271557             0.883673         0.833395
036      0.5590      -0.929583        0.114548             0.956821         0.103966
036      0.4208      -0.609660        0.295563             0.230633        15.292517
036      0.3381      -0.418457        0.094380             0.079769         1.348013
036      0.5117      -0.886759        0.150196             0.923549         0.264301
036      0.4689      -0.811574        0.329782             0.847793         1.049835
036      0.4035      -0.562284        0.287720             0.200370         8.272029
036      0.4512      -0.758472        0.382488             0.766451         2.636964
036      0.3840      -0.508256        0.201920             0.112531         3.330626
036      0.4362      -0.693549        0.591703             0.560725        24.740856
036      0.4859      -0.845602        0.224401             0.883627         0.841711
036      0.5698      -0.938410        0.099538             0.962824         0.096150
036      0.4224      -0.608534        0.255056             0.233981        15.153033
036      0.3442      -0.429367        0.120792             0.079799         1.571171
036      0.5151      -0.893179        0.156269             0.928333         0.297341
036      0.4706      -0.819645        0.347335             0.852238         1.492817
036      0.4054      -0.563148        0.234229             0.173673         9.471931
036      0.4528      -0.765957        0.444445             0.766049         5.151845
036      0.4377      -0.708086        0.480519             0.629707        13.935445
036      0.3865      -0.519892        0.220397             0.165216         5.977800
036      0.5848      -0.945741        0.067705             0.968086         0.057976
036      0.3495      -0.441265        0.116263             0.090617         2.194785
036      0.4239      -0.632701        0.464922             0.392191        19.542494
036      0.4880      -0.855370        0.185883             0.896713         0.381167
036      0.5188      -0.902176        0.181778             0.936466         0.250696
036      0.4392      -0.715509        0.470521             0.664985         9.568711
036      0.4072      -0.573025        0.251574             0.166698        11.254977
036      0.4543      -0.778534        0.330705             0.793549         2.813222
036      0.3543      -0.445139        0.145904             0.087562         1.805553
036      1.0000      -0.990694        0.696562             0.959120        19.740148
036      0.4902      -0.855324        0.233808             0.891852         0.716369
037      0.3586      -0.456888        0.140884             0.094025         2.877071
037      0.4090      -0.586399        0.294511             0.255457        14.205446
037      0.4559      -0.769408        0.305576             0.790373         2.091877
037      0.4724      -0.822542        0.256991             0.860044         0.975541
037      0.3888      -0.527772        0.212187             0.145581         5.970601
037      0.4407      -0.710153        0.510990             0.637531        17.636131
037      0.4925      -0.857706        0.169111             0.896757         0.465137
037      0.5228      -0.904280        0.122630             0.938188         0.187042
037      0.0000       0.003652        0.000000             0.018262         0.000000
037      0.4255      -0.633850        0.455916             0.389218        24.317800
037      0.4742      -0.825961        0.377185             0.854186         3.012180
037      0.4574      -0.784339        0.413254             0.797385         4.323967
037      0.3626      -0.465084        0.136409             0.099386         2.485976
037      0.3911      -0.533104        0.170492             0.162191         6.332874
037      0.4107      -0.582688        0.192616             0.174186         8.671817
037      0.4422      -0.726530        0.523178             0.633923        27.854369
037      0.5271      -0.907801        0.131315             0.940701         0.177059
037      0.2719      -0.309613        0.061367             0.048006         0.539280
037      0.4949      -0.864543        0.178152             0.902703         0.456339
037      0.4271      -0.628722        0.369511             0.302980        21.446322
037      0.4437      -0.731702        0.437859             0.692476        13.801291
037      0.4590      -0.786282        0.361401             0.809248         2.645583
037      0.4760      -0.833528        0.220043             0.871424         0.878673
037      0.3933      -0.535530        0.221691             0.150650         5.527250
037      0.3662      -0.480643        0.121211             0.120555         4.215934
037      0.4125      -0.596903        0.364135             0.265420        18.048252
037      0.4286      -0.643769        0.419436             0.345084        23.725373
037      0.5318      -0.912783        0.144684             0.944470         0.205831
037      0.2965      -0.350007        0.060842             0.057268         0.652253
037      0.4974      -0.871483        0.188268             0.908897         0.359285
037      0.4452      -0.751103        0.456798             0.745405         7.498779
037      0.3696      -0.478627        0.120910             0.118335         3.334843
037      0.4779      -0.835237        0.228456             0.873470         0.791088
037      0.4142      -0.590972        0.247544             0.234069        12.821170
037      0.4606      -0.794112        0.297335             0.828692         1.252761
037      0.4301      -0.663959        0.398928             0.481315        22.859562
037      0.3955      -0.540672        0.169935             0.149248         6.245779
037      0.3115      -0.370183        0.090853             0.068196         1.160762
037      0.5372      -0.917400        0.131288             0.947918         0.147110
037      0.4467      -0.718598        0.709967             0.494244        50.213908
037      0.5000      -0.874463        0.216875             0.911819         0.540054
037      0.3728      -0.488503        0.182929             0.111059         3.242308
037      0.4622      -0.791001        0.309619             0.816786         1.995288
037      0.5433      -0.920058        0.168268             0.950373         0.190984
037      0.4798      -0.838159        0.255544             0.874025         0.981332
037      0.5027      -0.875018        0.191818             0.912681         0.372614
037      0.3224      -0.392155        0.108511             0.068824         1.408350
037      0.4159      -0.594522        0.233114             0.229890        14.970306
037      0.3976      -0.553587        0.231075             0.184456         6.669383
037      0.4317      -0.663550        0.503544             0.448576        27.213496
037      0.4482      -0.747991        0.392616             0.726545         9.208966
037      0.5055      -0.877794        0.215584             0.915632         0.347019
037      0.3758      -0.490358        0.172511             0.110256         2.936064
037      0.3310      -0.405055        0.133816             0.072111         1.186470
037      0.4639      -0.803550        0.299158             0.835398         1.837596
037      0.4175      -0.608634        0.257431             0.246822        14.632508
037      0.4332      -0.688035        0.520265             0.586691        14.282809
037      0.4818      -0.842177        0.265398             0.879664         0.938655
037      0.5504      -0.923711        0.106728             0.952126         0.158052
037      0.3996      -0.552564        0.235933             0.162966         8.724512
037      0.4497      -0.761812        0.404878             0.763769         3.973909
037      0.3787      -0.496640        0.160981             0.103141         3.015380
037      0.4192      -0.613251        0.267259             0.292184        24.183362
037      0.4347      -0.689715        0.355476             0.581315        14.199637
037      0.3381      -0.415398        0.122555             0.069803         1.518628
037      0.5085      -0.883988        0.198950             0.921315         0.419464
037      0.4655      -0.801081        0.304089             0.831863         1.725206
037      0.4838      -0.846749        0.223555             0.886048         0.670019
037      0.5590      -0.931293        0.145673             0.957239         0.178727
037      0.4512      -0.761008        0.295300             0.775632         2.496404
037      0.4016      -0.559547        0.227894             0.216713        10.913905
037      0.4362      -0.688356        0.508352             0.545756        19.667096
037      0.3814      -0.505844        0.176138             0.133440         5.659848
037      0.4859      -0.847670        0.222643             0.883068         0.674301
037      0.5117      -0.885785        0.138487             0.921753         0.299591
037      0.3442      -0.430665        0.100586             0.091483         1.362976
037      0.4208      -0.627568        0.374438             0.310577        27.615978
037      0.4672      -0.810446        0.335193             0.835135         2.066300
037      0.5698      -0.939956        0.115130             0.963944         0.109785
037      0.4528      -0.773689        0.393457             0.786866         4.055026
037      0.4377      -0.688488        0.576267             0.484280        40.712557
037      0.3840      -0.509963        0.128819             0.117078         3.750758
037      0.4035      -0.561023        0.219440             0.177692         9.187779
037      0.4689      -0.820847        0.301570             0.856538         1.100781
037      0.3495      -0.439065        0.108607             0.090460         1.925576
037      0.4224      -0.642425        0.433356             0.465566        22.553620
037      0.4880      -0.852169        0.210831             0.891220         0.647906
037      0.5151      -0.893280        0.215271             0.928196         0.329622
037      0.4543      -0.782498        0.346437             0.805362         2.322810
037      0.5848      -0.945814        0.104885             0.968415         0.079115
037      0.4706      -0.818130        0.255860             0.856917         1.193018
037      0.4054      -0.569890        0.269073             0.219240        13.844404
037      0.3865      -0.517589        0.183893             0.154375         7.086401
037      0.4392      -0.696859        0.479054             0.507451        35.855504
037      0.4239      -0.627480        0.415231             0.294668        21.178701
037      0.4902      -0.851454        0.293003             0.888488         1.106281
037      0.5188      -0.895603        0.187106             0.930489         0.283419
037      0.3543      -0.444339        0.146682             0.095310         2.204250
037      1.0000      -0.998685        0.004575             0.999313         0.001325
037      0.4072      -0.568298        0.210606             0.203156         9.529582
038      0.3888      -0.525194        0.207974             0.135512         4.862212
038      0.3586      -0.462562        0.141687             0.094086         3.203881
038      0.0000       0.009695        0.000000             0.027701         0.000000
038      0.4925      -0.859834        0.224404             0.900319         0.467366
038      0.4407      -0.731856        0.452444             0.705942         9.487700
038      0.4724      -0.826814        0.245535             0.861814         0.943267
038      0.4255      -0.636039        0.336048             0.344598        23.640188
038      0.4090      -0.581676        0.241825             0.229100        13.747302
038      0.4559      -0.778629        0.360228             0.795457         2.754828
038      0.5228      -0.899044        0.156165             0.933629         0.198507
